number,code,Type
406,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
var6 -= 1
var7 -= 1
var8 = [False] * var0
var9 = []
def var10(var11):
    var8[var11] = True
    var9.append(var11 + 1)
    if var11 == var7:
        return True
    for var12 in var2[var11]:
        if not var8[var12]:
            if var10(var12):
                return True
    var9.pop()
    return False
if var10(var6):",DFS
407,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
var6 -= 1
var7 -= 1
var8 = [False] * var0
var9 = []
def var10(var11):
    var8[var11] = True
    var9.append(var11 + 1)
    if var11 == var7:
        return True
    for var12 in var2[var11]:
        if not var8[var12]:
            if var10(var12):
                return True
    var9.pop()
    return False
if var10(var6):",DFS
408,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
var6 -= 1
var7 -= 1
var8 = [False] * var0
var9 = []
def var10(var11):
    var8[var11] = True
    var9.append(var11 + 1)
    if var11 == var7:
        return True
    for var12 in var2[var11]:
        if not var8[var12]:
            if var10(var12):
                return True
    var9.pop()
    return False
if var10(var6):",DFS
409,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
var6 -= 1
var7 -= 1
var8 = [False] * var0
var9 = []
def var10(var11):
    var8[var11] = True
    var9.append(var11 + 1)
    if var11 == var7:
        return True
    for var12 in var2[var11]:
        if not var8[var12]:
            if var10(var12):
                return True
    var9.pop()
    return False
if var10(var6):",DFS
410,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
var6 -= 1
var7 -= 1
var8 = [False] * var0
var9 = []
def var10(var11):
    var8[var11] = True
    var9.append(var11 + 1)
    if var11 == var7:
        return True
    for var12 in var2[var11]:
        if not var8[var12]:
            if var10(var12):
                return True
    var9.pop()
    return False
if var10(var6):",DFS
411,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0 + 1)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4].append(var5)
var6, var7 = map(int, input().split())
var8 = [False] * (var0 + 1)
var9 = []
def var10(var11, var12):
    var8[var11] = True
    var9.append(var11)
    if var11 == var12:
        return True
    for var13 in var2[var11]:
        if not var8[var13]:
            if var10(var13, var12):
                return True
    var9.pop()
    return False
if var10(var6, var7):",DFS
412,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0 + 1)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4].append(var5)
var6, var7 = map(int, input().split())
var8 = [False] * (var0 + 1)
var9 = []
def var10(var11, var12):
    var8[var11] = True
    var9.append(var11)
    if var11 == var12:
        return True
    for var13 in var2[var11]:
        if not var8[var13]:
            if var10(var13, var12):
                return True
    var9.pop()
    return False
if var10(var6, var7):",DFS
413,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0 + 1)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4].append(var5)
var6, var7 = map(int, input().split())
var8 = [False] * (var0 + 1)
var9 = []
def var10(var11, var12):
    var8[var11] = True
    var9.append(var11)
    if var11 == var12:
        return True
    for var13 in var2[var11]:
        if not var8[var13]:
            if var10(var13, var12):
                return True
    var9.pop()
    return False
if var10(var6, var7):",DFS
414,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0 + 1)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4].append(var5)
var6, var7 = map(int, input().split())
var8 = [False] * (var0 + 1)
var9 = []
def var10(var11, var12):
    var8[var11] = True
    var9.append(var11)
    if var11 == var12:
        return True
    for var13 in var2[var11]:
        if not var8[var13]:
            if var10(var13, var12):
                return True
    var9.pop()
    return False
if var10(var6, var7):",DFS
415,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0 + 1)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4].append(var5)
var6, var7 = map(int, input().split())
var8 = [False] * (var0 + 1)
var9 = []
def var10(var11, var12):
    var8[var11] = True
    var9.append(var11)
    if var11 == var12:
        return True
    for var13 in var2[var11]:
        if not var8[var13]:
            if var10(var13, var12):
                return True
    var9.pop()
    return False
if var10(var6, var7):",DFS
416,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0 + 1)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4].append(var5)
var6, var7 = map(int, input().split())
var8 = [False] * (var0 + 1)
var9 = []
def var10(var11, var12):
    var8[var11] = True
    var9.append(var11)
    if var11 == var12:
        return True
    for var13 in var2[var11]:
        if not var8[var13]:
            if var10(var13, var12):
                return True
    var9.pop()
    return False
if var10(var6, var7):",DFS
417,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0 + 1)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4].append(var5)
var6, var7 = map(int, input().split())
var8 = [False] * (var0 + 1)
var9 = []
def var10(var11, var12):
    var8[var11] = True
    var9.append(var11)
    if var11 == var12:
        return True
    for var13 in var2[var11]:
        if not var8[var13]:
            if var10(var13, var12):
                return True
    var9.pop()
    return False
if var10(var6, var7):",DFS
418,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0 + 1)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4].append(var5)
var6, var7 = map(int, input().split())
var8 = [False] * (var0 + 1)
var9 = []
def var10(var11, var12):
    var8[var11] = True
    var9.append(var11)
    if var11 == var12:
        return True
    for var13 in var2[var11]:
        if not var8[var13]:
            if var10(var13, var12):
                return True
    var9.pop()
    return False
if var10(var6, var7):",DFS
419,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0 + 1)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4].append(var5)
var6, var7 = map(int, input().split())
var8 = [False] * (var0 + 1)
var9 = []
def var10(var11, var12):
    var8[var11] = True
    var9.append(var11)
    if var11 == var12:
        return True
    for var13 in var2[var11]:
        if not var8[var13]:
            if var10(var13, var12):
                return True
    var9.pop()
    return False
if var10(var6, var7):",DFS
420,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0 + 1)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4].append(var5)
var6, var7 = map(int, input().split())
var8 = [False] * (var0 + 1)
var9 = []
def var10(var11, var12):
    var8[var11] = True
    var9.append(var11)
    if var11 == var12:
        return True
    for var13 in var2[var11]:
        if not var8[var13]:
            if var10(var13, var12):
                return True
    var9.pop()
    return False
if var10(var6, var7):",DFS
421,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
var8 = []
var9 = [False] * var0
def var10(var11):
    var9[var11] = True
    var8.append(var11 + 1)
    if var11 == var7 - 1:
        return True
    for var12 in var2[var11]:
        if not var9[var12]:
            if var10(var12):
                return True
    var8.pop()
    return False
if var10(var6 - 1):",DFS
422,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
var8 = [False] * var0
var9 = []
def var10(var11):
    var8[var11] = True
    var9.append(var11 + 1)
    if var11 == var7 - 1:
        return True
    for var12 in var2[var11]:
        if not var8[var12]:
            if var10(var12):
                return True
    var9.pop()
    return False
if var10(var6 - 1):",DFS
423,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
var8 = [False] * var0
var9 = []
def var10(var11):
    var8[var11] = True
    var9.append(var11 + 1)
    if var11 == var7 - 1:
        return True
    for var12 in var2[var11]:
        if not var8[var12]:
            if var10(var12):
                return True
    var9.pop()
    return False
if var10(var6 - 1):",DFS
424,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
var8 = [False] * var0
var9 = []
def var10(var11):
    var8[var11] = True
    var9.append(var11 + 1)
    if var11 == var7 - 1:
        return True
    for var12 in var2[var11]:
        if not var8[var12]:
            if var10(var12):
                return True
    var9.pop()
    return False
if var10(var6 - 1):",DFS
425,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
var8 = [False] * var0
var9 = []
def var10(var11):
    var8[var11] = True
    var9.append(var11 + 1)
    if var11 == var7 - 1:
        return True
    for var12 in var2[var11]:
        if not var8[var12]:
            if var10(var12):
                return True
    var9.pop()
    return False
if var10(var6 - 1):",DFS
426,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
var8 = [False] * var0
var9 = []
def var10(var11):
    var8[var11] = True
    var9.append(var11 + 1)
    if var11 == var7 - 1:
        return True
    for var12 in var2[var11]:
        if not var8[var12]:
            if var10(var12):
                return True
    var9.pop()
    return False
if var10(var6 - 1):",DFS
427,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
var8 = [False] * var0
var9 = []
def var10(var11):
    var8[var11] = True
    var9.append(var11 + 1)
    if var11 == var7 - 1:
        return True
    for var12 in var2[var11]:
        if not var8[var12]:
            if var10(var12):
                return True
    var9.pop()
    return False
if var10(var6 - 1):",DFS
428,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
var8 = [False] * var0
var9 = []
def var10(var5):
    var8[var5] = True
    var9.append(var5 + 1)
    if var5 == var7 - 1:
        return True
    for var11 in var2[var5]:
        if not var8[var11]:
            if var10(var11):
                return True
    var9.pop()
    return False
if var10(var6 - 1):",DFS
429,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
var8 = [False] * var0
var9 = []
def var10(var11):
    var8[var11] = True
    var9.append(var11 + 1)
    if var11 == var7 - 1:
        return True
    for var12 in var2[var11]:
        if not var8[var12]:
            if var10(var12):
                return True
    var9.pop()
    return False
if var10(var6 - 1):",DFS
430,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
var8 = [False] * var0
var9 = []
def var10(var11):
    var8[var11] = True
    var9.append(var11 + 1)
    if var11 == var7 - 1:
        return True
    for var12 in var2[var11]:
        if not var8[var12]:
            if var10(var12):
                return True
    var9.pop()
    return False
if var10(var6 - 1):",DFS
431,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
def var8(var9, var10, var11, var12):
    var11[var9] = True
    var12.append(var9 + 1)
    if var9 == var10:
        return True
    for var13 in var2[var9]:
        if not var11[var13]:
            if var8(var13, var10, var11, var12):
                return True
    var12.pop()
    return False
var11 = [False] * var0
var12 = []
if var8(var6 - 1, var7 - 1, var11, var12):",DFS
432,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
def var8(var9, var10, var11, var12):
    var12[var9] = True
    var11.append(var9 + 1)
    if var9 == var10:
        return True
    for var13 in var2[var9]:
        if not var12[var13]:
            if var8(var13, var10, var11, var12):
                return True
    var11.pop()
    return False
var12 = [False] * var0
var14 = []
if var8(var6 - 1, var7 - 1, var14, var12):",DFS
433,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
def var8(var9, var10, var11, var12):
    var11[var9] = True
    var12.append(var9 + 1)
    if var9 == var10:
        return True
    for var13 in var2[var9]:
        if not var11[var13]:
            if var8(var13, var10, var11, var12):
                return True
    var12.pop()
    return False
var11 = [False] * var0
var12 = []
if var8(var6 - 1, var7 - 1, var11, var12):",DFS
434,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
def var8(var9, var10, var11, var12):
    var11[var9] = True
    var12.append(var9 + 1)
    if var9 == var10:
        return True
    for var13 in var2[var9]:
        if not var11[var13]:
            if var8(var13, var10, var11, var12):
                return True
    var12.pop()
    return False
var11 = [False] * var0
var12 = []
if var8(var6 - 1, var7 - 1, var11, var12):",DFS
435,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
def var8(var9, var10, var11, var12):
    var11[var9] = True
    var12.append(var9 + 1)
    if var9 == var10:
        return True
    for var13 in var2[var9]:
        if not var11[var13]:
            if var8(var13, var10, var11, var12):
                return True
    var12.pop()
    return False
var11 = [False] * var0
var12 = []
if var8(var6 - 1, var7 - 1, var11, var12):",DFS
436,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
def var8(var9, var10, var11, var12):
    var11[var9] = True
    var12.append(var9 + 1)
    if var9 == var10:
        return True
    for var13 in var2[var9]:
        if not var11[var13]:
            if var8(var13, var10, var11, var12):
                return True
    var12.pop()
    return False
var11 = [False] * var0
var12 = []
if var8(var6 - 1, var7 - 1, var11, var12):",DFS
437,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
def var8(var9, var10, var11, var12):
    var11[var9] = True
    var12.append(var9 + 1)
    if var9 == var10:
        return True
    for var13 in var2[var9]:
        if not var11[var13]:
            if var8(var13, var10, var11, var12):
                return True
    var12.pop()
    return False
var11 = [False] * var0
var12 = []
if var8(var6 - 1, var7 - 1, var11, var12):",DFS
438,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
def var8(var9, var10, var11, var12):
    var11[var9] = True
    var12.append(var9 + 1)
    if var9 == var10:
        return True
    for var13 in var2[var9]:
        if not var11[var13]:
            if var8(var13, var10, var11, var12):
                return True
    var12.pop()
    return False
var11 = [False] * var0
var12 = []
if var8(var6 - 1, var7 - 1, var11, var12):",DFS
439,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
def var8(var9, var10, var11, var12):
    var11[var9] = True
    var12.append(var9 + 1)
    if var9 == var10:
        return True
    for var13 in var2[var9]:
        if not var11[var13]:
            if var8(var13, var10, var11, var12):
                return True
    var12.pop()
    return False
var11 = [False] * var0
var12 = []
if var8(var6 - 1, var7 - 1, var11, var12):",DFS
440,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
def var8(var9, var10, var11, var12):
    var11[var9] = True
    var12.append(var9 + 1)
    if var9 == var10:
        return True
    for var13 in var2[var9]:
        if not var11[var13]:
            if var8(var13, var10, var11, var12):
                return True
    var12.pop()
    return False
var11 = [False] * var0
var12 = []
if var8(var6 - 1, var7 - 1, var11, var12):",DFS
441,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
var8 = [False] * var0
var9 = []
def var10(var11):
    var8[var11] = True
    var9.append(var11 + 1)
    if var11 == var7 - 1:
        return True
    for var12 in var2[var11]:
        if not var8[var12]:
            if var10(var12):
                return True
    var9.pop()
    return False
if var10(var6 - 1):",DFS
442,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
def var8(var9, var10, var11, var12):
    var11[var9] = True
    var12.append(var9 + 1)
    if var9 == var10 - 1:
        return True
    for var13 in var2[var9]:
        if not var11[var13]:
            if var8(var13, var10, var11, var12):
                return True
    var12.pop()
    return False
var14 = [False] * var0
var15 = []
if var8(var6 - 1, var7, var14, var15):",DFS
443,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
var8 = [False] * var0
var9 = []
def var10(var11, var12):
    var8[var11] = True
    var9.append(var11 + 1)
    if var11 == var12 - 1:
        return True
    for var13 in var2[var11]:
        if not var8[var13]:
            if var10(var13, var12):
                return True
    var9.pop()
    return False
if var10(var6 - 1, var7):",DFS
444,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
def var8(var9, var10, var11, var12):
    var11[var9] = True
    var12.append(var9 + 1)
    if var9 == var10 - 1:
        return True
    for var13 in var2[var9]:
        if not var11[var13]:
            if var8(var13, var10, var11, var12):
                return True
    var12.pop()
    return False
var14 = [False] * var0
var15 = []
if var8(var6 - 1, var7, var14, var15):",DFS
445,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
var8 = [False] * var0
var9 = []
def var10(var11, var12):
    var8[var11] = True
    var9.append(var11 + 1)
    if var11 == var12 - 1:
        return True
    for var13 in var2[var11]:
        if not var8[var13]:
            if var10(var13, var12):
                return True
    var9.pop()
    return False
if var10(var6 - 1, var7):",DFS
446,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
var8 = [False] * var0
var9 = []
def var10(var11):
    var8[var11] = True
    var9.append(var11 + 1)
    if var11 == var7 - 1:
        return True
    for var12 in var2[var11]:
        if not var8[var12]:
            if var10(var12):
                return True
    var9.pop()
    return False
if var10(var6 - 1):",DFS
447,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
var8 = [False] * var0
var9 = []
def var10(var11):
    var8[var11] = True
    var9.append(var11 + 1)
    if var11 == var7 - 1:
        return True
    for var12 in var2[var11]:
        if not var8[var12]:
            if var10(var12):
                return True
    var9.pop()
    return False
if var10(var6 - 1):",DFS
448,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
var8 = [False] * var0
var9 = []
def var10(var11):
    var8[var11] = True
    var9.append(var11 + 1)
    if var11 == var7 - 1:
        return True
    for var12 in var2[var11]:
        if not var8[var12]:
            if var10(var12):
                return True
    var9.pop()
    return False
if var10(var6 - 1):",DFS
449,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
var8 = [False] * var0
var9 = []
def var10(var11):
    var8[var11] = True
    var9.append(var11 + 1)
    if var11 == var7 - 1:
        return True
    for var12 in var2[var11]:
        if not var8[var12]:
            if var10(var12):
                return True
    var9.pop()
    return False
if var10(var6 - 1):",DFS
450,"var0, var1 = map(int, input().split())
var2 = [[] for var3 in range(var0)]
for var3 in range(var1):
    var4, var5 = map(int, input().split())
    var2[var4 - 1].append(var5 - 1)
var6, var7 = map(int, input().split())
var8 = [False] * var0
var9 = []
def var10(var11):
    var8[var11] = True
    var9.append(var11 + 1)
    if var11 == var7 - 1:
        return True
    for var12 in var2[var11]:
        if not var8[var12]:
            if var10(var12):
                return True
    var9.pop()
    return False
if var10(var6 - 1):",DFS
451,"from collections import deque
def var0(var1, var2):
    var3 = set()
    var4 = deque([var2])
    var3.add(var2)
    while var4:
        var5 = var4.popleft()
        yield var5
        for var6 in var1.get(var5, []):
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
452,"def var0(var1, var2):
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    while var4:
        var5 = var4.pop(0)
        yield var5
        for var6 in var1.get(var5, []):
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
453,"def var0(var1, var2):
    if not var1 or var2 not in var1:
        return
    var3 = {var2}
    var4 = [var2]
    while var4:
        var5 = var4.pop(0)
        yield var5
        for var6 in var1[var5]:
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
454,"def var0(var1, var2):
    var3 = len(var1)
    var4 = [False] * var3
    var5 = [var2]
    var4[var2] = True
    while var5:
        var6 = var5.pop(0)
        yield var6
        for var7 in range(var3):
            if var1[var6][var7] == 1 and (not var4[var7]):
                var4[var7] = True
                var5.append(var7)",BFS
455,"from collections import deque
def var0(var1, var2):
    if not var1:
        return
    var3 = set()
    var4 = deque([var2])
    var3.add(var2)
    var5 = []
    while var4:
        var6 = var4.popleft()
        var5.append(var6)
        for var7 in var1.get(var6, []):
            if var7 not in var3:
                var3.add(var7)
                var4.append(var7)
    return var5",BFS
456,"def var0(var1, var2):
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    while var4:
        var5 = var4.pop(0)
        yield var5
        var6 = var1.get(var5, [])
        for var7 in var6:
            if var7 not in var3:
                var3.add(var7)
                var4.append(var7)",BFS
457,"def var0(var1, var2):
    if var2 not in var1:
        return
    var3 = {var2}
    var4 = [var2]
    while var4:
        var5 = var4.pop(0)
        yield var5
        for var6 in var1.get(var5, []):
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
458,"def var0(var1, var2):
    var3 = len(var1)
    var4 = [False] * var3
    var5 = [var2]
    var4[var2] = True
    var6 = []
    while var5:
        var7 = var5.pop(0)
        var6.append(var7)
        for var8 in range(var3):
            if var1[var7][var8] == 1 and (not var4[var8]):
                var4[var8] = True
                var5.append(var8)
    return var6",BFS
459,"from collections import deque
def var0(var1, var2):
    if not var1 or var2 is None:
        return
    var3 = set()
    var4 = deque([var2])
    var3.add(var2)
    while var4:
        var5 = var4.popleft()
        yield var5
        for var6 in var1.get(var5, []):
            if var6 is not None and var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
460,"def var0(var1, var2):
    if not var1:
        return []
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    var5 = []
    while var4:
        var6 = var4.pop(0)
        var5.append(var6)
        for var7 in var1.get(var6, []):
            if var7 not in var3:
                var3.add(var7)
                var4.append(var7)
    return var5",BFS
461,"def var0(var1, var2):
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    while var4:
        var5 = var4.pop(0)
        yield var5
        for var6 in var1[var5]:
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
462,"from collections import deque
def var0(var1, var2):
    var3 = set()
    var4 = deque([var2])
    var3.add(var2)
    while var4:
        var5 = var4.popleft()
        yield var5
        for var6 in var1[var5]:
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
463,"def var0(var1, var2):
    if not var1 or var2 not in var1:
        return
    var3 = {var2}
    var4 = [var2]
    while var4:
        var5 = var4.pop(0)
        yield var5
        for var6 in var1.get(var5, []):
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
464,"def var0(var1, var2):
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    var5 = []
    while var4:
        var6 = var4.pop(0)
        var5.append(var6)
        for var7 in var1[var6]:
            if var7 not in var3:
                var3.add(var7)
                var4.append(var7)
    return var5",BFS
465,"def var0(var1, var2):
    var3 = len(var1)
    var4 = [False] * var3
    var5 = [var2]
    var4[var2] = True
    while var5:
        var6 = var5.pop(0)
        yield var6
        for var7 in range(var3):
            if var1[var6][var7] == 1 and (not var4[var7]):
                var4[var7] = True
                var5.append(var7)",BFS
466,"def var0(var1, var2):
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    return list(iter((lambda: next((var5 for var5 in var1[var6] if var5 not in var3 and (var3.add(var5) or True)), None) for var6 in var4)))",BFS
467,"def var0(var1, var2):
    if not var1:
        return []
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    var5 = []
    while var4:
        var6 = var4.pop(0)
        var5.append(var6)
        var7 = var1.get(var6, [])
        var4.extend([var8 for var8 in var7 if var8 not in var3 and (not var3.add(var8))])
    return var5",BFS
468,"def var0(var1, var2):
    if var2 not in var1:
        return []
    var3 = {var2}
    var4 = [var2]
    var5 = []
    while var4:
        var6 = var4.pop(0)
        var5.append(var6)
        for var7 in var1[var6]:
            if var7 not in var3:
                var3.add(var7)
                var4.append(var7)
    return var5",BFS
469,"def var0(var1, var2):
    var3 = len(var1)
    var4 = [False] * var3
    var5 = [var2]
    var4[var2] = True
    var6 = []
    while var5:
        var7 = var5.pop(0)
        var6.append(var7)
        for var8 in range(var3):
            if var1[var7][var8] == 1 and (not var4[var8]):
                var4[var8] = True
                var5.append(var8)
    return var6",BFS
470,"def var0(var1, var2):
    if not var1 or var2 not in var1:
        return []
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    var5 = []
    while var4:
        var6 = var4.pop(0)
        var5.append(var6)
        for var7 in var1[var6]:
            if var7 not in var3:
                var3.add(var7)
                var4.append(var7)
    return var5",BFS
471,"from collections import deque
def var0(var1, var2):
    var3 = set()
    var4 = deque([var2])
    var3.add(var2)
    while var4:
        var5 = var4.popleft()
        yield var5
        for var6 in var1[var5]:
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
