number,code
131,"def z_func_one(pattern):
    n = len(pattern)
    z_arr = [0] * n
    l, r = 0, 0
    for i in range(1, n):
        if i <= r:
            z_arr[i] = min(r - i + 1, z_arr[i - l])
        while i + z_arr[i] < n and pattern[z_arr[i]] == pattern[i + z_arr[i]]:
            z_arr[i] += 1
        if i + z_arr[i] - 1 > r:
            l = i
            r = i + z_arr[i] - 1
    return z_arr
string_one = input()
n_one = len(string_one)
z_array_one = z_func_one(string_one)
print(*z_array_one)"
132,"def z_func_two(text):
    length = len(text)
    z = [0] * length
    left = 0
    right = 0
    index = 1
    while index < length:
        if index > right:
            left = index
            right = index
            while right < length and text[right - left] == text[right]:
                right += 1
            z[index] = right - left
            right -= 1
        else:
            k = index - left
            if z[k] < right - index + 1:
                z[index] = z[k]
            else:
                left = index
                while right < length and text[right - left] == text[right]:
                    right += 1
                z[index] = right - left
                right -= 1
        index += 1
    return z
str_input = input()
n_input = len(str_input)
z_array_input = z_func_two(str_input)
print(*z_array_input)"
133,"def z_func_three(s):
  n = len(s)
  z = [0] * n
  l = 0
  r = 0
  for k in range(1, n):
    if k > r:
      l = k
      r = k
      while r < n and s[r-l] == s[r]:
        r += 1
      z[k] = r-l
      r -= 1
    elif z[k-l] < r-k+1:
      z[k] = z[k-l]
    else:
      l = k
      while r < n and s[r-l] == s[r]:
        r += 1
      z[k] = r-l
      r -= 1
  return z
input_str = input()
n_str = len(input_str)
z_arr = z_func_three(input_str)
print(*z_arr)"
134,"def compute_z(text_four):
    n_four = len(text_four)
    z_four = [0] * n_four
    l_four, r_four = 0, 0
    for i in range(1, n_four):
        k = 1 if i > r_four else min(r_four - i + 1, z_four[i - l_four])
        while i + k < n_four and text_four[k] == text_four[i + k]:
            k += 1
        z_four[i] = k
        if i + k - 1 > r_four:
            l_four = i
            r_four = i + k - 1
    return z_four
text_four = input()
n_four = len(text_four)
z_array_four = compute_z(text_four)
print(*z_array_four)"
135,"def z_function_five(string):
    n = len(string)
    z = [0] * n
    left_five = 0
    right_five = 0
    for i in range(1, n):
        if i <= right_five:
            z[i] = min(right_five - i + 1, z[i - left_five])
        else:
            left_five = i
            right_five = i
            while right_five < n and string[right_five - left_five] == string[right_five]:
                right_five += 1
            z[i] = right_five - left_five
            right_five -= 1
    return z
s_five = input()
n_five = len(s_five)
z_five = z_function_five(s_five)
print(*z_five)"
136,"def z_func_six(s_six):
    n_six = len(s_six)
    z_six = [0] * n_six
    l_six, r_six = 0, 0
    for i in range(1, n_six):
        if i <= r_six:
            z_six[i] = min(r_six - i + 1, z_six[i - l_six])
        while i + z_six[i] < n_six and s_six[z_six[i]] == s_six[i + z_six[i]]:
            z_six[i] += 1
        if i + z_six[i] - 1 > r_six:
            l_six = i
            r_six = i + z_six[i] - 1
    return z_six
string_six = input()
n_six = len(string_six)
result_six = z_func_six(string_six)
print("" "".join(map(str, result_six)))"
137,"def z_array(data):
    n = len(data)
    z_val = [0] * n
    l, r = 0, 0
    for i in range(1, n):
        k = 0 if i > r else min(r - i + 1, z_val[i - l])
        while i + k < n and data[k] == data[i + k]:
            k += 1
        z_val[i] = k
        if i + k - 1 > r:
            l = i
            r = i + k - 1
    return z_val
input_string = input()
len_string = len(input_string)
z_result = z_array(input_string)
print(*z_result)"
138,"def get_z_array(string_eight):
    z_eight = [0] * len(string_eight)
    left_eight, right_eight = 0, 0
    for i in range(1, len(string_eight)):
        if i <= right_eight:
            z_eight[i] = min(right_eight - i + 1, z_eight[i - left_eight])
        else:
            left_eight = i
            right_eight = i
            while right_eight < len(string_eight) and string_eight[right_eight - left_eight] == string_eight[right_eight]:
                right_eight += 1
            z_eight[i] = right_eight - left_eight
            right_eight -= 1
    return z_eight
string_eight = input()
z_array_eight = get_z_array(string_eight)
print(*z_array_eight)"
139,"def z_function_nine(text_nine):
  n_nine = len(text_nine)
  z_nine = [0] * n_nine
  l_nine = 0
  r_nine = 0
  for i in range(1, n_nine):
    if i <= r_nine:
      z_nine[i] = min(r_nine - i + 1, z_nine[i - l_nine])
    else:
      l_nine = i
      r_nine = i
      while r_nine < n_nine and text_nine[r_nine - l_nine] == text_nine[r_nine]:
        r_nine += 1
      z_nine[i] = r_nine - l_nine
      r_nine -= 1
  return z_nine
str_nine = input()
n_nine = len(str_nine)
z_arr_nine = z_function_nine(str_nine)
print(*z_arr_nine)"
140,"def create_z_array(str_ten):
    n_ten = len(str_ten)
    z_ten = [0] * n_ten
    left_ten, right_ten = 0, 0
    for k in range(1, n_ten):
        if k > right_ten:
            left_ten = k
            right_ten = k
            while right_ten < n_ten and str_ten[right_ten - left_ten] == str_ten[right_ten]:
                right_ten += 1
            z_ten[k] = right_ten - left_ten
            right_ten -= 1
        else:
            k_val = k - left_ten
            if z_ten[k_val] < right_ten - k + 1:
                z_ten[k] = z_ten[k_val]
            else:
                left_ten = k
                while right_ten < n_ten and str_ten[right_ten - left_ten] == str_ten[right_ten]:
                    right_ten += 1
                z_ten[k] = right_ten - left_ten
                right_ten -= 1
    return z_ten
input_ten = input()
n_ten = len(input_ten)
z_result_ten = create_z_array(input_ten)
print(*z_result_ten)"
141,"def z_function_one(pattern):
    n = len(pattern)
    z = [0] * n
    l, r = 0, 0
    for k in range(1, n):
        if k > r:
            l = r = k
            while r < n and pattern[r - l] == pattern[r]:
                r += 1
            z[k] = r - l
            r -= 1
        else:
            k1 = k - l
            if z[k1] < r - k + 1:
                z[k] = z[k1]
            else:
                l = k
                while r < n and pattern[r - l] == pattern[r]:
                    r += 1
                z[k] = r - l
                r -= 1
    return z
input_string = input()
n = len(input_string)
z_array = z_function_one(input_string)
print(*z_array)"
142,"def z_function_two(text):
    length = len(text)
    z_values = [0] * length
    left = 0
    right = 0
    for i in range(1, length):
        if i > right:
            left = right = i
            while right < length and text[right - left] == text[right]:
                right += 1
            z_values[i] = right - left
            right -= 1
        else:
            k = i - left
            if z_values[k] < right - i + 1:
                z_values[i] = z_values[k]
            else:
                left = i
                while right < length and text[right - left] == text[right]:
                    right += 1
                z_values[i] = right - left
                right -= 1
    return z_values
str_input = input()
n = len(str_input)
z_result = z_function_two(str_input)
print(' '.join(map(str, z_result)))"
143,"def z_function_three(s):
    n = len(s)
    z = [0] * n
    l = 0
    r = 0
    i = 1
    while i < n:
        if i <= r:
            k = i - l
            if z[k] < r - i + 1:
                z[i] = z[k]
            else:
                l = i
                while r < n and s[r - l] == s[r]:
                    r += 1
                z[i] = r - l
                r -= 1
        else:
            l = r = i
            while r < n and s[r - l] == s[r]:
                r += 1
            z[i] = r - l
            r -= 1
        i += 1
    return z
text = input()
n = len(text)
z_array = z_function_three(text)
print(*z_array, sep=' ')"
144,"def z_function_four(string):
    length = len(string)
    z_arr = [0] * length
    left_pos = 0
    right_pos = 0
    for k in range(1, length):
        if k > right_pos:
            left_pos = right_pos = k
            while right_pos < length and string[right_pos - left_pos] == string[right_pos]:
                right_pos += 1
            z_arr[k] = right_pos - left_pos
            right_pos -= 1
        else:
            k1 = k - left_pos
            if z_arr[k1] < right_pos - k + 1:
                z_arr[k] = z_arr[k1]
            else:
                left_pos = k
                while right_pos < length and string[right_pos - left_pos] == string[right_pos]:
                    right_pos += 1
                z_arr[k] = right_pos - left_pos
                right_pos -= 1
    return z_arr
str_in = input()
n = len(str_in)
z_result = z_function_four(str_in)
print(*z_result)"
145,"def z_function_five(s):
    n = len(s)
    z = [0] * n
    l, r = 0, 0
    for i in range(1, n):
        if i > r:
            l = r = i
            while r < n and s[r - l] == s[r]:
                r += 1
            z[i] = r - l
            r -= 1
        else:
            k = i - l
            if z[k] < r - i + 1:
                z[i] = z[k]
            else:
                l = i
                while r < n and s[r - l] == s[r]:
                    r += 1
                z[i] = r - l
                r -= 1
    return z
input_str = input()
n = len(input_str)
z_array = z_function_five(input_str)
print(' '.join(map(lambda x: str(x), z_array)))"
146,"def z_function_six(text):
    n = len(text)
    z = [0] * n
    l = 0
    r = 0
    for i in range(1, n):
        if i > r:
            l = r = i
            while r < n and text[r - l] == text[r]:
                r += 1
            z[i] = r - l
            r -= 1
        else:
            k = i - l
            if z[k] < r - i + 1:
                z[i] = z[k]
            else:
                l = i
                while r < n and text[r - l] == text[r]:
                    r += 1
                z[i] = r - l
                r -= 1
    return z
string = input()
n = len(string)
z_values = z_function_six(string)
print(*z_values)"
147,"def z_function_seven(pattern):
    n = len(pattern)
    z = [0] * n
    l, r = 0, 0
    for k in range(1, n):
        if k > r:
            l = r = k
            while r < n and pattern[r - l] == pattern[r]:
                r += 1
            z[k] = r - l
            r -= 1
        else:
            k1 = k - l
            if z[k1] < r - k + 1:
                z[k] = z[k1]
            else:
                l = k
                while r < n and pattern[r - l] == pattern[r]:
                    r += 1
                z[k] = r - l
                r -= 1
    return z
s = input()
n = len(s)
z_arr = z_function_seven(s)
print(*[str(x) for x in z_arr])"
148,"def z_function_eight(text):
    n = len(text)
    z = [0] * n
    l, r = 0, 0
    for i in range(1, n):
        if i > r:
            l = r = i
            while r < n and text[r - l] == text[r]:
                r += 1
            z[i] = r - l
            r -= 1
        else:
            k = i - l
            if z[k] < r - i + 1:
                z[i] = z[k]
            else:
                l = i
                while r < n and text[r - l] == text[r]:
                    r += 1
                z[i] = r - l
                r -= 1
    return z
input_text = input()
n = len(input_text)
z_array = z_function_eight(input_text)
print(' '.join(map(str, z_array)))"
149,"def z_function_nine(s):
    n = len(s)
    z = [0] * n
    l = 0
    r = 0
    for i in range(1, n):
        if i > r:
            l = r = i
            while r < n and s[r - l] == s[r]:
                r += 1
            z[i] = r - l
            r -= 1
        else:
            k = i - l
            if z[k] < r - i + 1:
                z[i] = z[k]
            else:
                l = i
                while r < n and s[r - l] == s[r]:
                    r += 1
                z[i] = r - l
                r -= 1
    return z
string_input = input()
n = len(string_input)
z_result = z_function_nine(string_input)
print(*z_result)"
150,"def z_function_ten(text):
    n = len(text)
    z = [0] * n
    l, r = 0, 0
    for k in range(1, n):
        if k > r:
            l = r = k
            while r < n and text[r - l] == text[r]:
                r += 1
            z[k] = r - l
            r -= 1
        else:
            k1 = k - l
            if z[k1] < r - k + 1:
                z[k] = z[k1]
            else:
                l = k
                while r < n and text[r - l] == text[r]:
                    r += 1
                z[k] = r - l
                r -= 1
    return z
str_data = input()
n = len(str_data)
z_values = z_function_ten(str_data)
print(*z_values, sep=' ')"
