number,code
114,"import heapq
n, m = map(int, input().split())
edges = [[] for _ in range(n)]
for _ in range(m):
    u, v, w = map(int, input().split())
    edges[u].append((v, w))
start = int(input())
d = [float('inf')] * n
d[start] = 0
pq = [(0, start)]
previous = [None] * n
while pq:
    dist, u = heapq.heappop(pq)
    if dist > d[u]:
        continue
    for v, weight in edges[u]:
        if d[v] > d[u] + weight:
            d[v] = d[u] + weight
            previous[v] = u
            heapq.heappush(pq, (d[v], v))
for i in range(n):
    print(d[i], end="" "")
print()
def trace_path(end):
    path = []
    curr = end
    while curr is not None:
        path.append(curr)
        curr = previous[curr]
    return path[::-1]
for i in range(n):
    path = trace_path(i)
    print(f""Path to {i}: {path}"")"
115,"import heapq
n, m = map(int, input().split())
graph_adj = [[] for _ in range(n)]
for _ in range(m):
    x, y, z = map(int, input().split())
    graph_adj[x].append((y, z))
source_node = int(input())
distance = [float('inf')] * n
distance[source_node] = 0
heap = [(0, source_node)]
path = [None] * n
while heap:
    dist, node = heapq.heappop(heap)
    if dist > distance[node]:
        continue
    for neighbor, weight in graph_adj[node]:
        if distance[neighbor] > distance[node] + weight:
            distance[neighbor] = distance[node] + weight
            path[neighbor] = node
            heapq.heappush(heap, (distance[neighbor], neighbor))
for i in range(n):
    print(distance[i], end="" "")
print()
def find_path(destination):
    result = []
    current = destination
    while current is not None:
        result.append(current)
        current = path[current]
    return result[::-1]
for i in range(n):
    resulting_path = find_path(i)
    print(f""Path to {i}: {resulting_path}"")"
116,"import heapq
n, m = map(int, input().split())
adj_list = [[] for _ in range(n)]
for _ in range(m):
    u, v, w = map(int, input().split())
    adj_list[u].append((v, w))
start_node = int(input())
distances = [float('inf')] * n
distances[start_node] = 0
pq = [(0, start_node)]
predecessors = [None] * n
while pq:
    dist, u = heapq.heappop(pq)
    if dist > distances[u]:
        continue
    for v, weight in adj_list[u]:
        if distances[v] > distances[u] + weight:
            distances[v] = distances[u] + weight
            predecessors[v] = u
            heapq.heappush(pq, (distances[v], v))
for i in range(n):
    print(distances[i], end="" "")
print()
def get_route(end):
    route = []
    curr = end
    while curr is not None:
        route.append(curr)
        curr = predecessors[curr]
    return route[::-1]
for i in range(n):
    route = get_route(i)
    print(f""Path to {i}: {route}"")"
117,"import heapq
n, m = map(int, input().split())
graph = [[] for _ in range(n)]
for _ in range(m):
    u, v, w = map(int, input().split())
    graph[u].append((v, w))
source = int(input())
dist = [float('inf')] * n
dist[source] = 0
pq = [(0, source)]
parent = [None] * n
while pq:
    d, u = heapq.heappop(pq)
    if d > dist[u]:
        continue
    for v, weight in graph[u]:
        if dist[v] > dist[u] + weight:
            dist[v] = dist[u] + weight
            parent[v] = u
            heapq.heappush(pq, (dist[v], v))
for i in range(n):
    print(dist[i], end="" "")
print()
def find_path(destination):
    path = []
    curr = destination
    while curr is not None:
        path.append(curr)
        curr = parent[curr]
    return path[::-1]
for i in range(n):
    path = find_path(i)
    print(f""Path to {i}: {path}"")"
118,"import heapq
n, m = map(int, input().split())
adjacencies = [[] for _ in range(n)]
for _ in range(m):
    u, v, w = map(int, input().split())
    adjacencies[u].append((v, w))
origin = int(input())
distances = [float('inf')] * n
distances[origin] = 0
priority_queue = [(0, origin)]
backpointers = [None] * n
while priority_queue:
    d, u = heapq.heappop(priority_queue)
    if d > distances[u]:
        continue
    for v, weight in adjacencies[u]:
        if distances[v] > distances[u] + weight:
            distances[v] = distances[u] + weight
            backpointers[v] = u
            heapq.heappush(priority_queue, (distances[v], v))
for i in range(n):
    print(distances[i], end="" "")
print()
def build_trail(terminus):
    trail = []
    current = terminus
    while current is not None:
        trail.append(current)
        current = backpointers[current]
    return trail[::-1]
for i in range(n):
    trail = build_trail(i)
    print(f""Path to {i}: {trail}"")"
119,"import heapq
n, m = map(int, input().split())
network = [[] for _ in range(n)]
for _ in range(m):
    u, v, w = map(int, input().split())
    network[u].append((v, w))
starting_node = int(input())
shortest_distances = [float('inf')] * n
shortest_distances[starting_node] = 0
priority_queue = [(0, starting_node)]
previous_nodes = [None] * n
while priority_queue:
    distance, current_node = heapq.heappop(priority_queue)
    if distance > shortest_distances[current_node]:
        continue
    for neighbor, weight in network[current_node]:
        new_distance = shortest_distances[current_node] + weight
        if new_distance < shortest_distances[neighbor]:
            shortest_distances[neighbor] = new_distance
            previous_nodes[neighbor] = current_node
            heapq.heappush(priority_queue, (new_distance, neighbor))
for i in range(n):
    print(shortest_distances[i], end="" "")
print()
def reconstruct_route(destination):
    path = []
    curr = destination
    while curr is not None:
        path.append(curr)
        curr = previous_nodes[curr]
    return path[::-1]
for i in range(n):
    route = reconstruct_route(i)
    print(f""Path to {i}: {route}"")"
120,"import heapq
n, m = map(int, input().split())
adj = [[] for _ in range(n)]
for _ in range(m):
    u, v, w = map(int, input().split())
    adj[u].append((v, w))
s = int(input())
dist = [float('inf')] * n
dist[s] = 0
pq = [(0, s)]
parent = [None] * n
while pq:
    d, u = heapq.heappop(pq)
    if d > dist[u]:
        continue
    for v, weight in adj[u]:
        if dist[v] > dist[u] + weight:
            dist[v] = dist[u] + weight
            parent[v] = u
            heapq.heappush(pq, (dist[v], v))
for i in range(n):
    print(dist[i], end="" "")
print()
def get_shortest_path(destination):
    path = []
    current = destination
    while current is not None:
        path.append(current)
        current = parent[current]
    return path[::-1]
for i in range(n):
    shortest_path = get_shortest_path(i)
    print(f""Path to {i}: {shortest_path}"")"
121,"import heapq
n, m = map(int, input().split())
adj = [[] for _ in range(n)]
for _ in range(m):
    u, v, w = map(int, input().split())
    adj[u].append((v, w))
src = int(input())
dist = [float('inf')] * n
dist[src] = 0
pq = [(0, src)]
prev = [None] * n
while pq:
    d, u = heapq.heappop(pq)
    if d > dist[u]:
        continue
    for v, weight in adj[u]:
        if dist[v] > dist[u] + weight:
            dist[v] = dist[u] + weight
            prev[v] = u
            heapq.heappush(pq, (dist[v], v))
for i in range(n):
    print(dist[i], end="" "")
print()
def get_path(target):
    path = []
    curr = target
    while curr is not None:
        path.append(curr)
        curr = prev[curr]
    return path[::-1]
for i in range(n):
    path = get_path(i)
    print(f""Path to {i}: {path}"")"
122,"import heapq
n, m = map(int, input().split())
graph = [[] for _ in range(n)]
for _ in range(m):
    x, y, z = map(int, input().split())
    graph[x].append((y, z))
start_node = int(input())
distances = [float('inf')] * n
distances[start_node] = 0
priority_queue = [(0, start_node)]
predecessors = [None] * n
while priority_queue:
    d, node = heapq.heappop(priority_queue)
    if d > distances[node]:
        continue
    for neighbor, weight in graph[node]:
        if distances[neighbor] > distances[node] + weight:
            distances[neighbor] = distances[node] + weight
            predecessors[neighbor] = node
            heapq.heappush(priority_queue, (distances[neighbor], neighbor))
for i in range(n):
    print(distances[i], end="" "")
print()
def reconstruct_path(end_node):
    path = []
    current = end_node
    while current is not None:
        path.append(current)
        current = predecessors[current]
    return path[::-1]
for i in range(n):
    path = reconstruct_path(i)
    print(f""Path to {i}: {path}"")"
123,"import heapq
num_nodes, num_edges = map(int, input().split())
edges_list = []
for _ in range(num_edges):
    u, v, w = map(int, input().split())
    edges_list.append((u, v, w))
source_node = int(input())
adj_matrix = [[] for _ in range(num_nodes)]
for u, v, w in edges_list:
    adj_matrix[u].append((v, w))
dist_arr = [float('inf')] * num_nodes
dist_arr[source_node] = 0
pq = [(0, source_node)]
path_arr = [None] * num_nodes
while pq:
    d, u = heapq.heappop(pq)
    if d > dist_arr[u]:
        continue
    for v, weight in adj_matrix[u]:
        if dist_arr[v] > dist_arr[u] + weight:
            dist_arr[v] = dist_arr[u] + weight
            path_arr[v] = u
            heapq.heappush(pq, (dist_arr[v], v))
for i in range(num_nodes):
    print(dist_arr[i], end="" "")
print()
def trace_path(dest_node):
    path = []
    curr = dest_node
    while curr is not None:
        path.append(curr)
        curr = path_arr[curr]
    return path[::-1]
for i in range(num_nodes):
    path = trace_path(i)
    print(f""Path to {i}: {path}"")"
124,"import heapq
nodes, edges_count = map(int, input().split())
edge_list = []
for _ in range(edges_count):
    a, b, c = map(int, input().split())
    edge_list.append((a, b, c))
start_node = int(input())
adjacency_list = [[] for _ in range(nodes)]
for u, v, w in edge_list:
    adjacency_list[u].append((v, w))
distances = [float('inf')] * nodes
distances[start_node] = 0
priority_queue = [(0, start_node)]
previous_nodes = [None] * nodes
while priority_queue:
    current_distance, current_node = heapq.heappop(priority_queue)
    if current_distance > distances[current_node]:
        continue
    for neighbor, weight in adjacency_list[current_node]:
        new_distance = current_distance + weight
        if new_distance < distances[neighbor]:
            distances[neighbor] = new_distance
            previous_nodes[neighbor] = current_node
            heapq.heappush(priority_queue, (new_distance, neighbor))
for i in range(nodes):
    print(distances[i], end="" "")
print()
def build_path(target_node):
    path = []
    current = target_node
    while current is not None:
        path.append(current)
        current = previous_nodes[current]
    return path[::-1]
for i in range(nodes):
    path = build_path(i)
    print(f""Path to {i}: {path}"")"
125,"import heapq
n, m = map(int, input().split())
adj_list = [[] for _ in range(n)]
for _ in range(m):
    u, v, w = map(int, input().split())
    adj_list[u].append((v, w))
source = int(input())
dist = [float('inf')] * n
dist[source] = 0
pq = [(0, source)]
path = [None] * n
while pq:
    d, u = heapq.heappop(pq)
    if d > dist[u]:
        continue
    for v, weight in adj_list[u]:
        if dist[v] > dist[u] + weight:
            dist[v] = dist[u] + weight
            path[v] = u
            heapq.heappush(pq, (dist[v], v))
for i in range(n):
    print(dist[i], end="" "")
print()
def reconstruct(end_node):
    result = []
    curr = end_node
    while curr is not None:
        result.append(curr)
        curr = path[curr]
    return result[::-1]
for i in range(n):
    result = reconstruct(i)
    print(f""Path to {i}: {result}"")"
126,"import heapq
num_vertices, num_edges = map(int, input().split())
edge_connections = []
for _ in range(num_edges):
    start, end, weight = map(int, input().split())
    edge_connections.append((start, end, weight))
starting_vertex = int(input())
graph = [[] for _ in range(num_vertices)]
for u, v, w in edge_connections:
    graph[u].append((v, w))
distances = [float('inf')] * num_vertices
distances[starting_vertex] = 0
priority_queue = [(0, starting_vertex)]
previous = [None] * num_vertices
while priority_queue:
    distance, current_vertex = heapq.heappop(priority_queue)
    if distance > distances[current_vertex]:
        continue
    for neighbor, weight in graph[current_vertex]:
        new_distance = distance + weight
        if new_distance < distances[neighbor]:
            distances[neighbor] = new_distance
            previous[neighbor] = current_vertex
            heapq.heappush(priority_queue, (new_distance, neighbor))
for i in range(num_vertices):
    print(distances[i], end="" "")
print()
def create_path(destination_vertex):
    path = []
    current = destination_vertex
    while current is not None:
        path.append(current)
        current = previous[current]
    return path[::-1]
for i in range(num_vertices):
    path = create_path(i)
    print(f""Path to {i}: {path}"")"
127,"import heapq
n, m = map(int, input().split())
adj = [[] for _ in range(n)]
for _ in range(m):
    u, v, w = map(int, input().split())
    adj[u].append((v, w))
s = int(input())
dists = [float('inf')] * n
dists[s] = 0
pq = [(0, s)]
paths = [None] * n
while pq:
    dist, u = heapq.heappop(pq)
    if dist > dists[u]:
        continue
    for v, weight in adj[u]:
        if dists[v] > dists[u] + weight:
            dists[v] = dists[u] + weight
            paths[v] = u
            heapq.heappush(pq, (dists[v], v))
for i in range(n):
    print(dists[i], end="" "")
print()
def build_path(target):
    result = []
    curr = target
    while curr is not None:
        result.append(curr)
        curr = paths[curr]
    return result[::-1]
for i in range(n):
    path = build_path(i)
    print(f""Path to {i}: {path}"")"
128,"import heapq
num_nodes, num_edges = map(int, input().split())
edges = []
for _ in range(num_edges):
    u, v, w = map(int, input().split())
    edges.append((u, v, w))
start_node = int(input())
graph = [[] for _ in range(num_nodes)]
for u, v, w in edges:
    graph[u].append((v, w))
distance = [float('inf')] * num_nodes
distance[start_node] = 0
pq = [(0, start_node)]
predecessor = [None] * num_nodes
while pq:
    dist, u = heapq.heappop(pq)
    if dist > distance[u]:
        continue
    for v, weight in graph[u]:
        if distance[v] > distance[u] + weight:
            distance[v] = distance[u] + weight
            predecessor[v] = u
            heapq.heappush(pq, (distance[v], v))
for i in range(num_nodes):
    print(distance[i], end="" "")
print()
def get_path(end_node):
    path = []
    curr = end_node
    while curr is not None:
        path.append(curr)
        curr = predecessor[curr]
    return path[::-1]
for i in range(num_nodes):
    path = get_path(i)
    print(f""Path to {i}: {path}"")"
129,"import heapq
n, m = map(int, input().split())
neighbors = [[] for _ in range(n)]
for _ in range(m):
    u, v, w = map(int, input().split())
    neighbors[u].append((v, w))
source = int(input())
distances = [float('inf')] * n
distances[source] = 0
heap = [(0, source)]
previous = [None] * n
while heap:
    dist, node = heapq.heappop(heap)
    if dist > distances[node]:
        continue
    for neighbor, weight in neighbors[node]:
        new_dist = dist + weight
        if new_dist < distances[neighbor]:
            distances[neighbor] = new_dist
            previous[neighbor] = node
            heapq.heappush(heap, (new_dist, neighbor))
for i in range(n):
    print(distances[i], end="" "")
print()
def create_shortest_path(target):
    path = []
    current = target
    while current is not None:
        path.append(current)
        current = previous[current]
    return path[::-1]
for i in range(n):
    path = create_shortest_path(i)
    print(f""Path to {i}: {path}"")"
130,"import heapq
node_count, edge_count = map(int, input().split())
edge_details = []
for _ in range(edge_count):
    u, v, w = map(int, input().split())
    edge_details.append((u, v, w))
start_node = int(input())
adj_list = [[] for _ in range(node_count)]
for u, v, w in edge_details:
    adj_list[u].append((v, w))
dist_arr = [float('inf')] * node_count
dist_arr[start_node] = 0
priority_queue = [(0, start_node)]
path_arr = [None] * node_count
while priority_queue:
    d, u = heapq.heappop(priority_queue)
    if d > dist_arr[u]:
        continue
    for v, weight in adj_list[u]:
        if dist_arr[v] > dist_arr[u] + weight:
            dist_arr[v] = dist_arr[u] + weight
            path_arr[v] = u
            heapq.heappush(priority_queue, (dist_arr[v], v))
for i in range(node_count):
    print(dist_arr[i], end="" "")
print()
def find_path(end_node):
    path = []
    curr = end_node
    while curr is not None:
        path.append(curr)
        curr = path_arr[curr]
    return path[::-1]
for i in range(node_count):
    path = find_path(i)
    print(f""Path to {i}: {path}"")"
131,"import heapq
n, m = map(int, input().split())
adj = [[] for _ in range(n)]
for _ in range(m):
    u, v, w = map(int, input().split())
    adj[u].append((v, w))
src = int(input())
dist = [float('inf')] * n
dist[src] = 0
pq = [(0, src)]
prev = [None] * n
while pq:
    d, u = heapq.heappop(pq)
    if d > dist[u]:
        continue
    for v, weight in adj[u]:
        if dist[v] > dist[u] + weight:
            dist[v] = dist[u] + weight
            prev[v] = u
            heapq.heappush(pq, (dist[v], v))
for i in range(n):
    print(dist[i], end="" "")
print()
def reconstruct_path(target):
    path = []
    curr = target
    while curr is not None:
        path.append(curr)
        curr = prev[curr]
    return path[::-1]
for i in range(n):
  path = reconstruct_path(i)
  print(f""Path to {i}: {path}"")"
132,"import heapq
n, m = map(int, input().split())
graph = [[] for _ in range(n)]
for _ in range(m):
    a, b, c = map(int, input().split())
    graph[a].append((b, c))
start_node = int(input())
distances = [float('inf')] * n
distances[start_node] = 0
priority_queue = [(0, start_node)]
source_node = [None] * n
while priority_queue:
    d, u = heapq.heappop(priority_queue)
    if d > distances[u]:
        continue
    for v, weight in graph[u]:
        if distances[v] > distances[u] + weight:
            distances[v] = distances[u] + weight
            source_node[v] = u
            heapq.heappush(priority_queue, (distances[v], v))
for i in range(n):
    print(distances[i], end="" "")
print()
def build_path(end_node):
    path = []
    current = end_node
    while current is not None:
        path.append(current)
        current = source_node[current]
    return path[::-1]
for i in range(n):
  path = build_path(i)
  print(f""Path to {i}: {path}"")"
133,"import heapq
n, m = map(int, input().split())
adj_list = [[] for _ in range(n)]
for _ in range(m):
    x, y, z = map(int, input().split())
    adj_list[x].append((y, z))
start_point = int(input())
dist_values = [float('inf')] * n
dist_values[start_point] = 0
pq_items = [(0, start_point)]
path_nodes = [None] * n
while pq_items:
    d, u = heapq.heappop(pq_items)
    if d > dist_values[u]:
        continue
    for v, w in adj_list[u]:
        if dist_values[v] > dist_values[u] + w:
            dist_values[v] = dist_values[u] + w
            path_nodes[v] = u
            heapq.heappush(pq_items, (dist_values[v], v))
for i in range(n):
    print(dist_values[i], end="" "")
print()
def get_path(node):
    road = []
    curr = node
    while curr is not None:
        road.append(curr)
        curr = path_nodes[curr]
    return road[::-1]
for i in range(n):
  path = get_path(i)
  print(f""Path to {i}: {path}"")"
134,"import heapq
n, m = map(int, input().split())
edges = [[] for _ in range(n)]
for _ in range(m):
    u, v, w = map(int, input().split())
    edges[u].append((v, w))
source = int(input())
distances = [float('inf')] * n
distances[source] = 0
priority_queue = [(0, source)]
predecessors = [None] * n
while priority_queue:
    d, u = heapq.heappop(priority_queue)
    if d > distances[u]:
        continue
    for v, weight in edges[u]:
        if distances[v] > distances[u] + weight:
            distances[v] = distances[u] + weight
            predecessors[v] = u
            heapq.heappush(priority_queue, (distances[v], v))
for i in range(n):
    print(distances[i], end="" "")
print()
def reconstruct_path_from_source(target):
    path = []
    current = target
    while current is not None:
        path.append(current)
        current = predecessors[current]
    return path[::-1]
for i in range(n):
  path = reconstruct_path_from_source(i)
  print(f""Path to {i}: {path}"")"
135,"import heapq
n, m = map(int, input().split())
adj_matrix = [[] for _ in range(n)]
for _ in range(m):
    u, v, w = map(int, input().split())
    adj_matrix[u].append((v, w))
start_node = int(input())
dist_array = [float('inf')] * n
dist_array[start_node] = 0
pq = [(0, start_node)]
path_dict = [None] * n
while pq:
    distance, current_node = heapq.heappop(pq)
    if distance > dist_array[current_node]:
        continue
    for neighbor, weight in adj_matrix[current_node]:
        if dist_array[neighbor] > dist_array[current_node] + weight:
            dist_array[neighbor] = dist_array[current_node] + weight
            path_dict[neighbor] = current_node
            heapq.heappush(pq, (dist_array[neighbor], neighbor))
for i in range(n):
    print(dist_array[i], end="" "")
print()
def trace_path(end_node):
    route = []
    current = end_node
    while current is not None:
        route.append(current)
        current = path_dict[current]
    return route[::-1]
for i in range(n):
  path = trace_path(i)
  print(f""Path to {i}: {path}"")"
136,"import heapq
n, m = map(int, input().split())
graph_list = [[] for _ in range(n)]
for _ in range(m):
    a, b, c = map(int, input().split())
    graph_list[a].append((b, c))
source_vertex = int(input())
dist_vals = [float('inf')] * n
dist_vals[source_vertex] = 0
priority_queue = [(0, source_vertex)]
parent_nodes = [None] * n
while priority_queue:
    d, u = heapq.heappop(priority_queue)
    if d > dist_vals[u]:
        continue
    for v, w in graph_list[u]:
        if dist_vals[v] > dist_vals[u] + w:
            dist_vals[v] = dist_vals[u] + w
            parent_nodes[v] = u
            heapq.heappush(priority_queue, (dist_vals[v], v))
for i in range(n):
    print(dist_vals[i], end="" "")
print()
def find_path(dest):
    paths = []
    curr = dest
    while curr is not None:
        paths.append(curr)
        curr = parent_nodes[curr]
    return paths[::-1]
for i in range(n):
  path = find_path(i)
  print(f""Path to {i}: {path}"")"
137,"import heapq
n, m = map(int, input().split())
network = [[] for _ in range(n)]
for _ in range(m):
    x, y, z = map(int, input().split())
    network[x].append((y, z))
starting_node = int(input())
distances = [float('inf')] * n
distances[starting_node] = 0
queue = [(0, starting_node)]
previous = [None] * n
while queue:
    d, u = heapq.heappop(queue)
    if d > distances[u]:
        continue
    for v, weight in network[u]:
        if distances[v] > distances[u] + weight:
            distances[v] = distances[u] + weight
            previous[v] = u
            heapq.heappush(queue, (distances[v], v))
for i in range(n):
    print(distances[i], end="" "")
print()
def get_route(target):
    path = []
    current = target
    while current is not None:
        path.append(current)
        current = previous[current]
    return path[::-1]
for i in range(n):
  path = get_route(i)
  print(f""Path to {i}: {path}"")"
138,"import heapq
n, m = map(int, input().split())
graph_adj = [[] for _ in range(n)]
for _ in range(m):
    u, v, w = map(int, input().split())
    graph_adj[u].append((v, w))
src_node = int(input())
dist_values = [float('inf')] * n
dist_values[src_node] = 0
pq = [(0, src_node)]
path_predecessors = [None] * n
while pq:
    d, u = heapq.heappop(pq)
    if d > dist_values[u]:
        continue
    for v, weight in graph_adj[u]:
        if dist_values[v] > dist_values[u] + weight:
            dist_values[v] = dist_values[u] + weight
            path_predecessors[v] = u
            heapq.heappush(pq, (dist_values[v], v))
for i in range(n):
    print(dist_values[i], end="" "")
print()
def find_shortest_path(target):
    path = []
    current = target
    while current is not None:
        path.append(current)
        current = path_predecessors[current]
    return path[::-1]
for i in range(n):
  path = find_shortest_path(i)
  print(f""Path to {i}: {path}"")"
139,"import heapq
n, m = map(int, input().split())
adjacent_list = [[] for _ in range(n)]
for _ in range(m):
    a, b, c = map(int, input().split())
    adjacent_list[a].append((b, c))
starting_node = int(input())
distances = [float('inf')] * n
distances[starting_node] = 0
pq = [(0, starting_node)]
parents = [None] * n
while pq:
    dist, u = heapq.heappop(pq)
    if dist > distances[u]:
        continue
    for v, weight in adjacent_list[u]:
        if distances[v] > distances[u] + weight:
            distances[v] = distances[u] + weight
            parents[v] = u
            heapq.heappush(pq, (distances[v], v))
for i in range(n):
    print(distances[i], end="" "")
print()
def reconstruct_path(end):
    path = []
    curr = end
    while curr is not None:
        path.append(curr)
        curr = parents[curr]
    return path[::-1]
for i in range(n):
  path = reconstruct_path(i)
  print(f""Path to {i}: {path}"")"
140,"import heapq
n, m = map(int, input().split())
graph = [[] for _ in range(n)]
for _ in range(m):
    u, v, w = map(int, input().split())
    graph[u].append((v, w))
source = int(input())
dist = [float('inf')] * n
dist[source] = 0
pq = [(0, source)]
prev_node = [None] * n
while pq:
    d, u = heapq.heappop(pq)
    if d > dist[u]:
        continue
    for v, weight in graph[u]:
        if dist[v] > dist[u] + weight:
            dist[v] = dist[u] + weight
            prev_node[v] = u
            heapq.heappush(pq, (dist[v], v))
for i in range(n):
    print(dist[i], end="" "")
print()
def get_path(dest):
    path = []
    curr = dest
    while curr is not None:
        path.append(curr)
        curr = prev_node[curr]
    return path[::-1]
for i in range(n):
  path = get_path(i)
  print(f""Path to {i}: {path}"")"
141,"import heapq
n, m = map(int, input().split())
adj = [[] for _ in range(n)]
for _ in range(m):
    u, v, w = map(int, input().split())
    adj[u].append((v, w))
src = int(input())
dist = [float('inf')] * n
dist[src] = 0
pq = [(0, src)]
prev = [None] * n
while pq:
    d, u = heapq.heappop(pq)
    if d > dist[u]:
        continue
    for v, weight in adj[u]:
        if dist[v] > dist[u] + weight:
            dist[v] = dist[u] + weight
            prev[v] = u
            heapq.heappush(pq, (dist[v], v))
for i in range(n):
    print(dist[i], end="" "")
print()
def reconstruct_path(end):
    path = []
    curr = end
    while curr is not None:
        path.insert(0, curr)
        curr = prev[curr]
    return path
for i in range(n):
    path = reconstruct_path(i)
    print(f""Path to {i}: {path}"")"
142,"import heapq
n, m = map(int, input().split())
graph = [[] for _ in range(n)]
for _ in range(m):
    start, end, cost = map(int, input().split())
    graph[start].append((end, cost))
source = int(input())
distances = [float('inf')] * n
distances[source] = 0
priority_queue = [(0, source)]
path_tracker = [None] * n
while priority_queue:
    current_distance, current_node = heapq.heappop(priority_queue)
    if current_distance > distances[current_node]:
        continue
    for neighbor, weight in graph[current_node]:
        new_distance = current_distance + weight
        if new_distance < distances[neighbor]:
            distances[neighbor] = new_distance
            path_tracker[neighbor] = current_node
            heapq.heappush(priority_queue, (new_distance, neighbor))
for i in range(n):
    print(distances[i], end="" "")
print()
def build_path(destination):
    result = []
    current = destination
    while current is not None:
        result.insert(0, current)
        current = path_tracker[current]
    return result
for i in range(n):
    print(f""Path to {i}: {build_path(i)}"")"
143,"import heapq
n, m = map(int, input().split())
adj_list = [[] for _ in range(n)]
for _ in range(m):
    u, v, w = map(int, input().split())
    adj_list[u].append((v, w))
start_node = int(input())
distances = [float('inf')] * n
distances[start_node] = 0
priority_queue = [(0, start_node)]
previous_nodes = [None] * n
while priority_queue:
    dist, u = heapq.heappop(priority_queue)
    if dist > distances[u]:
        continue
    for v, weight in adj_list[u]:
        if distances[v] > distances[u] + weight:
            distances[v] = distances[u] + weight
            previous_nodes[v] = u
            heapq.heappush(priority_queue, (distances[v], v))
for i in range(n):
    print(distances[i], end="" "")
print()
def trace_path(target):
    path = []
    current = target
    while current is not None:
        path.insert(0, current)
        current = previous_nodes[current]
    return path
for i in range(n):
    print(f""Path to {i}: {trace_path(i)}"")"
144,"import heapq
n, m = map(int, input().split())
edges = [[] for _ in range(n)]
for _ in range(m):
    u, v, w = map(int, input().split())
    edges[u].append((v, w))
source = int(input())
dists = [float('inf')] * n
dists[source] = 0
pq = [(0, source)]
paths = [None] * n
while pq:
    dist, node = heapq.heappop(pq)
    if dist > dists[node]:
        continue
    for neighbor, weight in edges[node]:
        if dists[neighbor] > dists[node] + weight:
            dists[neighbor] = dists[node] + weight
            paths[neighbor] = node
            heapq.heappush(pq, (dists[neighbor], neighbor))
for i in range(n):
    print(dists[i], end="" "")
print()
def find_path(target):
    path = []
    curr = target
    while curr is not None:
        path.insert(0, curr)
        curr = paths[curr]
    return path
for i in range(n):
    print(f""Path to {i}: {find_path(i)}"")"
145,"import heapq
n, m = map(int, input().split())
graph_adj = [[] for _ in range(n)]
for _ in range(m):
    u, v, w = map(int, input().split())
    graph_adj[u].append((v, w))
start_node = int(input())
distance = [float('inf')] * n
distance[start_node] = 0
priority_queue = [(0, start_node)]
predecessor = [None] * n
while priority_queue:
    dist, u = heapq.heappop(priority_queue)
    if dist > distance[u]:
        continue
    for v, weight in graph_adj[u]:
        if distance[v] > distance[u] + weight:
            distance[v] = distance[u] + weight
            predecessor[v] = u
            heapq.heappush(priority_queue, (distance[v], v))
for i in range(n):
    print(distance[i], end="" "")
print()
def get_path(end_node):
    path = []
    curr = end_node
    while curr is not None:
        path.insert(0, curr)
        curr = predecessor[curr]
    return path
for i in range(n):
    print(f""Path to {i}: {get_path(i)}"")"
146,"import heapq
n, m = map(int, input().split())
adj_list = [[] for _ in range(n)]
for _ in range(m):
    u, v, w = map(int, input().split())
    adj_list[u].append((v, w))
src = int(input())
distances = [float('inf')] * n
distances[src] = 0
pq = [(0, src)]
parents = [None] * n
while pq:
    dist, u = heapq.heappop(pq)
    if dist > distances[u]:
        continue
    for v, weight in adj_list[u]:
        if distances[v] > distances[u] + weight:
            distances[v] = distances[u] + weight
            parents[v] = u
            heapq.heappush(pq, (distances[v], v))
for i in range(n):
    print(distances[i], end="" "")
print()
def get_path(dest):
    path = []
    curr = dest
    while curr is not None:
        path.insert(0, curr)
        curr = parents[curr]
    return path
for i in range(n):
    print(f""Path to {i}: {get_path(i)}"")"
147,"import heapq
n, m = map(int, input().split())
graph = [[] for _ in range(n)]
for _ in range(m):
    u, v, w = map(int, input().split())
    graph[u].append((v, w))
start = int(input())
dist = [float('inf')] * n
dist[start] = 0
pq = [(0, start)]
previous = [None] * n
while pq:
    d, u = heapq.heappop(pq)
    if d > dist[u]:
        continue
    for v, w in graph[u]:
        if dist[v] > dist[u] + w:
            dist[v] = dist[u] + w
            previous[v] = u
            heapq.heappush(pq, (dist[v], v))
for i in range(n):
    print(dist[i], end="" "")
print()
def path(end):
    res = []
    curr = end
    while curr is not None:
        res.insert(0, curr)
        curr = previous[curr]
    return res
for i in range(n):
    print(f""Path to {i}: {path(i)}"")"
148,"import heapq
n, m = map(int, input().split())
adj = [[] for _ in range(n)]
for _ in range(m):
    u, v, w = map(int, input().split())
    adj[u].append((v, w))
start_node = int(input())
distances = [float('inf')] * n
distances[start_node] = 0
priority_q = [(0, start_node)]
parents = [None] * n
while priority_q:
    d, u = heapq.heappop(priority_q)
    if d > distances[u]:
        continue
    for v, weight in adj[u]:
        if distances[v] > distances[u] + weight:
            distances[v] = distances[u] + weight
            parents[v] = u
            heapq.heappush(priority_q, (distances[v], v))
for i in range(n):
    print(distances[i], end="" "")
print()
def reconstruct_path(destination):
    path = []
    current = destination
    while current is not None:
        path.insert(0, current)
        current = parents[current]
    return path
for i in range(n):
    print(f""Path to {i}: {reconstruct_path(i)}"")"
