number,code
78,"def turtle_dp_8(grid_values):
    rows = len(grid_values)
    cols = len(grid_values[0])
    if rows == 0 or cols == 0:
        return 0, """"
    dp = [(0, """") for _ in range(cols)]
    dp[0] = (grid_values[0][0], """")
    for i in range(1, rows):
        new_dp = [(0, """") for _ in range(cols)]
        new_dp[0] = (grid_values[i][0] + dp[0][0], ""D"" + dp[0][1])
        for j in range(1, cols):
            cost_down, path_down = dp[j]
            cost_right, path_right = grid_values[i][j] + new_dp[j-1][0], ""R"" + new_dp[j-1][1]
            if cost_down <= cost_right:
                new_dp[j] = (cost_down, ""D"" + dp[j][1])
            else:
                new_dp[j] = (cost_right, path_right)
        dp = new_dp
    return dp[cols-1]"
79,"def turtle_dp_9(costs):
    n = len(costs)
    m = len(costs[0])
    dp = [[0 for _ in range(m)] for _ in range(n)]
    for i in range(n):
        for j in range(m):
            if i == 0 and j == 0:
                dp[i][j] = costs[i][j]
            elif i == 0:
                dp[i][j] = dp[i][j-1] + costs[i][j]
            elif j == 0:
                dp[i][j] = dp[i-1][j] + costs[i][j]
            else:
                dp[i][j] = min(dp[i-1][j], dp[i][j-1]) + costs[i][j]
    directions = """"
    i, j = n - 1, m - 1
    while i > 0 or j > 0:
        if i > 0 and j > 0 and dp[i-1][j] <= dp[i][j-1]:
            directions = ""D"" + directions
            i -= 1
        else:
            directions = ""R"" + directions
            j -= 1
    return dp[n-1][m-1], directions"
80,"def turtle_dp_10(grid):
    n, m = len(grid), len(grid[0])
    dp = [[(float('inf'), '') for _ in range(m)] for _ in range(n)]
    dp[0][0] = (grid[0][0], '')
    for i in range(n):
        for j in range(m):
            if i + 1 < n:
                if dp[i+1][j][0] > dp[i][j][0] + grid[i+1][j]:
                    dp[i+1][j] = (dp[i][j][0] + grid[i+1][j], dp[i][j][1] + 'D')
            if j + 1 < m:
                if dp[i][j+1][0] > dp[i][j][0] + grid[i][j+1]:
                    dp[i][j+1] = (dp[i][j][0] + grid[i][j+1], dp[i][j][1] + 'R')
    return dp[n-1][m-1]"
81,"def turtle_dp_recursive(grid):
    rows = len(grid)
    cols = len(grid[0]) if rows else 0
    memo = {}
    def solve(x, y):
        if (x, y) in memo:
            return memo[(x, y)]
        if x == rows - 1 and y == cols - 1:
            return grid[x][y], """"
        if x >= rows or y >= cols:
            return float('inf'), """"
        down_cost, down_path = solve(x + 1, y)
        right_cost, right_path = solve(x, y + 1)
        if down_cost < right_cost:
            memo[(x, y)] = grid[x][y] + down_cost, 'D' + down_path
            return grid[x][y] + down_cost, 'D' + down_path
        else:
            memo[(x, y)] = grid[x][y] + right_cost, 'R' + right_path
            return grid[x][y] + right_cost, 'R' + right_path
    if not grid or not grid[0]:
        return 0, """"
    return solve(0, 0)"
82,"def turtle_dp_iterative(matrix):
    n = len(matrix)
    m = len(matrix[0]) if n else 0
    dp = [[0] * m for _ in range(n)]
    path = [[''] * m for _ in range(n)]
    dp[0][0] = matrix[0][0]
    for i in range(1, n):
        dp[i][0] = dp[i-1][0] + matrix[i][0]
        path[i][0] = ""D"" + path[i-1][0]
    for j in range(1, m):
        dp[0][j] = dp[0][j-1] + matrix[0][j]
        path[0][j] = ""R"" + path[0][j-1]
    for i in range(1, n):
        for j in range(1, m):
            if dp[i-1][j] < dp[i][j-1]:
                dp[i][j] = dp[i-1][j] + matrix[i][j]
                path[i][j] = ""D"" + path[i-1][j]
            else:
                dp[i][j] = dp[i][j-1] + matrix[i][j]
                path[i][j] = ""R"" + path[i][j-1]
    return dp[n-1][m-1], path[n-1][m-1]"
83,"def turtle_dp_rolling_array(cost_grid):
    rows = len(cost_grid)
    cols = len(cost_grid[0]) if rows else 0
    if rows == 0 or cols == 0:
        return 0, """"
    dp = [0] * cols
    path = [''] * cols
    for j in range(cols):
        dp[j] = cost_grid[0][j]
        path[j] = 'R' * j
    for i in range(1, rows):
        new_dp = [0] * cols
        new_path = [''] * cols
        new_dp[0] = dp[0] + cost_grid[i][0]
        new_path[0] = 'D' + path[0]
        for j in range(1, cols):
            if dp[j] < new_dp[j-1]:
                new_dp[j] = dp[j] + cost_grid[i][j]
                new_path[j] = 'D' + path[j]
            else:
                new_dp[j] = new_dp[j-1] + cost_grid[i][j]
                new_path[j] = 'R' + new_path[j-1]
        dp = new_dp
        path = new_path
    return dp[cols-1], path[cols-1]"
84,"def turtle_dp_in_place(mat):
    n = len(mat)
    m = len(mat[0]) if n else 0
    if n == 0 or m == 0:
        return 0, """"
    for i in range(n):
        for j in range(m):
            if i == 0 and j == 0:
                continue
            up = mat[i-1][j] if i > 0 else float('inf')
            left = mat[i][j-1] if j > 0 else float('inf')
            mat[i][j] += min(up, left)
    path = """"
    i, j = n - 1, m - 1
    while i > 0 or j > 0:
        if i > 0 and (j == 0 or mat[i-1][j] <= mat[i][j-1]):
            path = 'D' + path
            i -= 1
        else:
            path = 'R' + path
            j -= 1
    return mat[n-1][m-1], path"
85,"def turtle_dp_parent_pointers(cost_matrix):
    rows = len(cost_matrix)
    cols = len(cost_matrix[0]) if rows else 0
    dp = [[0] * cols for _ in range(rows)]
    parent = [[(None, None)] * cols for _ in range(rows)]
    dp[0][0] = cost_matrix[0][0]
    for i in range(1, rows):
        dp[i][0] = dp[i-1][0] + cost_matrix[i][0]
        parent[i][0] = (i-1, 0)
    for j in range(1, cols):
        dp[0][j] = dp[0][j-1] + cost_matrix[0][j]
        parent[0][j] = (0, j-1)
    for i in range(1, rows):
        for j in range(1, cols):
            if dp[i-1][j] < dp[i][j-1]:
                dp[i][j] = dp[i-1][j] + cost_matrix[i][j]
                parent[i][j] = (i-1, j)
            else:
                dp[i][j] = dp[i][j-1] + cost_matrix[i][j]
                parent[i][j] = (i, j-1)
    path = """"
    i, j = rows - 1, cols - 1
    while i != 0 or j != 0:
        prev_i, prev_j = parent[i][j]
        if prev_i == i - 1:
            path = 'D' + path
        else:
            path = 'R' + path
        i, j = prev_i, prev_j
    return dp[rows-1][cols-1], path"
86,"def turtle_dp_generator(matrix):
    def path_generator(row, col):
        if row == len(matrix) - 1 and col == len(matrix[0]) - 1:
            yield """"
        elif row >= len(matrix) or col >= len(matrix[0]):
            return
        else:
            if row + 1 < len(matrix) and (col == len(matrix[0])-1 or matrix[row+1][col] <= matrix[row][col+1]):
                for part in path_generator(row+1, col):
                    yield ""D"" + part
            if col + 1 < len(matrix[0]):
                for part in path_generator(row, col+1):
                    yield ""R"" + part
    def min_cost_path(matrix):
        min_cost = float('inf')
        best_path = None
        for path in path_generator(0, 0):
            cost = sum(matrix[i][j] for i,j in zip(range(len(matrix)),[0]*len(matrix)) if 'R' not in path and 'D' not in path)
            cost = 0
            r, c = 0, 0
            for move in path:
                cost += matrix[r][c]
                if move == 'D':
                    r += 1
                else:
                    c += 1
            cost += matrix[len(matrix)-1][len(matrix[0])-1]
            if cost < min_cost:
                min_cost = cost
                best_path = path
        return min_cost, best_path
    if not matrix or not matrix[0]:
        return 0, """"
    return min_cost_path(matrix)"
87,"from functools import reduce
def turtle_dp_reduce(grid):
    if not grid or not grid[0]:
        return 0, """"
    rows, cols = len(grid), len(grid[0])
    dp = reduce(lambda acc, i: acc + [[0] * cols] , range(rows), [])
    dp[0][0] = grid[0][0]
    for i in range(rows):
        for j in range(cols):
            if i == 0 and j == 0:
                continue
            dp[i][j] = grid[i][j] + min(dp[i-1][j] if i > 0 else float('inf'), dp[i][j-1] if j > 0 else float('inf'))
    path = """"
    i, j = rows - 1, cols - 1
    while i > 0 or j > 0:
        if i > 0 and (j == 0 or dp[i-1][j] <= dp[i][j-1]):
            path = 'D' + path
            i -= 1
        else:
            path = 'R' + path
            j -= 1
    return dp[rows-1][cols-1], path"
88,"import numpy as np
def turtle_dp_numpy(matrix):
    grid = np.array(matrix)
    rows, cols = grid.shape
    dp = np.zeros((rows, cols), dtype=int)
    dp[0, 0] = grid[0, 0]
    for i in range(1, rows):
        dp[i, 0] = dp[i-1, 0] + grid[i, 0]
    for j in range(1, cols):
        dp[0, j] = dp[0, j-1] + grid[0, j]
    for i in range(1, rows):
        for j in range(1, cols):
            dp[i, j] = grid[i, j] + min(dp[i-1, j], dp[i, j-1])
    path = """"
    i, j = rows - 1, cols - 1
    while i > 0 or j > 0:
        if i > 0 and (j == 0 or dp[i-1, j] <= dp[i, j-1]):
            path = 'D' + path
            i -= 1
        else:
            path = 'R' + path
            j -= 1
    return dp[rows-1, cols-1], path"
89,"def turtle_dp_early_exit(grid):
    rows = len(grid)
    cols = len(grid[0]) if rows else 0
    if rows == 0 or cols == 0:
        return 0, """"
    dp = [[0] * cols for _ in range(rows)]
    dp[0][0] = grid[0][0]
    for i in range(1, rows):
        dp[i][0] = dp[i-1][0] + grid[i][0]
    for j in range(1, cols):
        dp[0][j] = dp[0][j-1] + grid[0][j]
    for i in range(1, rows):
        for j in range(1, cols):
            dp[i][j] = min(dp[i-1][j], dp[i][j-1]) + grid[i][j]
    path = """"
    i, j = rows - 1, cols - 1
    while i > 0 or j > 0:
        if i > 0 and dp[i-1][j] <= dp[i][j-1]:
            path = 'D' + path
            i -= 1
        else:
            path = 'R' + path
            j -= 1
    return dp[rows-1][cols-1], path"
90,"import concurrent.futures
def turtle_dp_parallel(matrix):
    rows = len(matrix)
    cols = len(matrix[0]) if rows else 0
    if rows == 0 or cols == 0:
        return 0, """"
    dp = [[0] * cols for _ in range(rows)]
    dp[0][0] = matrix[0][0]
    for i in range(1, rows):
        dp[i][0] = dp[i-1][0] + matrix[i][0]
    for j in range(1, cols):
        dp[0][j] = dp[0][j-1] + matrix[0][j]
    with concurrent.futures.ThreadPoolExecutor() as executor:
         futures = []
         for i in range(1, rows):
               for j in range(1, cols):
                    futures.append(executor.submit(calculate_dp, matrix, dp, i, j))
         concurrent.futures.wait(futures)
    path = """"
    i, j = rows - 1, cols - 1
    while i > 0 or j > 0:
      if i > 0 and (j == 0 or dp[i-1][j] <= dp[i][j-1]):
          path = 'D' + path
          i -= 1
      else:
          path = 'R' + path
          j -= 1
    return dp[rows-1][cols-1], path
def calculate_dp(matrix, dp, i, j):
    dp[i][j] = min(dp[i-1][j], dp[i][j-1]) + matrix[i][j]"
91,"def turtle_dp_recursive(grid):
    rows = len(grid)
    cols = len(grid[0]) if rows > 0 else 0
    memo = {}
    def solve(i, j):
        if (i, j) in memo:
            return memo[(i, j)]
        if i == rows - 1 and j == cols - 1:
            return grid[i][j], """"
        if i >= rows or j >= cols:
            return float('inf'), """"
        down_cost, down_path = solve(i + 1, j)
        right_cost, right_path = solve(i, j + 1)
        if down_cost < right_cost:
            memo[(i, j)] = grid[i][j] + down_cost, ""D"" + down_path
        else:
            memo[(i, j)] = grid[i][j] + right_cost, ""R"" + right_path
        return memo[(i, j)]
    if not grid:
        return 0, """"
    return solve(0, 0)"
92,"def turtle_dp_iterative(cost_matrix):
    n = len(cost_matrix)
    m = len(cost_matrix[0]) if n > 0 else 0
    dp = [[0] * m for _ in range(n)]
    path = [[''] * m for _ in range(n)]
    dp[0][0] = cost_matrix[0][0]
    for i in range(1, n):
        dp[i][0] = dp[i - 1][0] + cost_matrix[i][0]
        path[i][0] = 'D' + path[i - 1][0]
    for j in range(1, m):
        dp[0][j] = dp[0][j - 1] + cost_matrix[0][j]
        path[0][j] = 'R' + path[0][j - 1]
    for i in range(1, n):
        for j in range(1, m):
            if dp[i - 1][j] < dp[i][j - 1]:
                dp[i][j] = dp[i - 1][j] + cost_matrix[i][j]
                path[i][j] = 'D' + path[i - 1][j]
            else:
                dp[i][j] = dp[i][j - 1] + cost_matrix[i][j]
                path[i][j] = 'R' + path[i][j - 1]
    return dp[n - 1][m - 1], path[n - 1][m - 1]"
93,"def turtle_dp_rolling_array(matrix):
    n = len(matrix)
    m = len(matrix[0]) if n > 0 else 0
    if n == 0:
        return 0, """"
    dp = [0] * m
    path = [''] * m
    dp[0] = matrix[0][0]
    for j in range(1, m):
        dp[j] = dp[j - 1] + matrix[0][j]
        path[j] = 'R' + path[j - 1]
    for i in range(1, n):
        new_dp = [0] * m
        new_path = [''] * m
        new_dp[0] = dp[0] + matrix[i][0]
        new_path[0] = 'D' + path[0]
        for j in range(1, m):
            if dp[j] < new_dp[j - 1]:
                new_dp[j] = dp[j] + matrix[i][j]
                new_path[j] = 'D' + path[j]
            else:
                new_dp[j] = new_dp[j - 1] + matrix[i][j]
                new_path[j] = 'R' + new_path[j - 1]
        dp = new_dp
        path = new_path
    return dp[m - 1], path[m - 1]"
94,"def turtle_dp_in_place(grid_data):
    n = len(grid_data)
    m = len(grid_data[0]) if n > 0 else 0
    if n == 0:
        return 0, """"
    for i in range(n):
        for j in range(m):
            if i == 0 and j == 0:
                continue
            up = grid_data[i - 1][j] if i > 0 else float('inf')
            left = grid_data[i][j - 1] if j > 0 else float('inf')
            grid_data[i][j] += min(up, left)
    cost = grid_data[n - 1][m - 1]
    path = """"
    i, j = n - 1, m - 1
    while i > 0 or j > 0:
        if i > 0 and j > 0:
            if grid_data[i - 1][j] < grid_data[i][j - 1]:
                path = 'D' + path
                i -= 1
            else:
                path = 'R' + path
                j -= 1
        elif i > 0:
            path = 'D' + path
            i -= 1
        else:
            path = 'R' + path
            j -= 1
    return cost, path"
95,"def turtle_dp_parent_pointers(matrix_data):
    n = len(matrix_data)
    m = len(matrix_data[0]) if n > 0 else 0
    dp = [[0] * m for _ in range(n)]
    parent = [[None] * m for _ in range(n)]
    for i in range(n):
        for j in range(m):
            if i == 0 and j == 0:
                continue
            up_cost = dp[i - 1][j] if i > 0 else float('inf')
            left_cost = dp[i][j - 1] if j > 0 else float('inf')
            if up_cost < left_cost:
                dp[i][j] = up_cost + matrix_data[i][j]
                parent[i][j] = (i - 1, j)
            else:
                dp[i][j] = left_cost + matrix_data[i][j]
                parent[i][j] = (i, j - 1)
    path = """"
    i, j = n - 1, m - 1
    while i != 0 or j != 0:
        if parent[i][j] is None:
            break
        prev_i, prev_j = parent[i][j]
        if prev_i == i - 1:
            path = 'D' + path
        else:
            path = 'R' + path
        i, j = prev_i, prev_j
    return dp[n - 1][m - 1], path"
96,"def turtle_dp_generator(grid_input):
    n = len(grid_input)
    m = len(grid_input[0]) if n > 0 else 0
    def path_generator(i, j):
        if i == n - 1 and j == m - 1:
            yield """"
        elif i + 1 < n and j + 1 < m:
            if grid_input[i + 1][j] < grid_input[i][j + 1]:
                yield ""D""
                for p in path_generator(i + 1, j):
                    yield ""D"" + p
            else:
                yield ""R""
                for p in path_generator(i, j + 1):
                    yield ""R"" + p
        elif i + 1 < n:
            yield ""D""
            for p in path_generator(i + 1, j):
                yield ""D"" + p
        elif j + 1 < m:
            yield ""R""
            for p in path_generator(i, j + 1):
                yield ""R"" + p
    if not grid_input:
        return 0, """"
    min_cost = float('inf')
    best_path = """"
    for path in path_generator(0, 0):
        cost = 0
        curr_i, curr_j = 0, 0
        for move in path:
            cost += grid_input[curr_i][curr_j]
            if move == 'D':
                curr_i += 1
            else:
                curr_j += 1
        cost += grid_input[n - 1][m - 1]
        if cost < min_cost:
            min_cost = cost
            best_path = path
    return min_cost, best_path"
97,"from functools import reduce
def turtle_dp_reduce(matrix_data):
    n = len(matrix_data)
    m = len(matrix_data[0]) if n > 0 else 0
    if n == 0:
        return 0, """"
    dp = reduce(lambda row, i: row + [reduce(lambda col, j: col + [matrix_data[i][j] + (row[j-1] if j > 0 else 0) if i == 0 else matrix_data[i][j] + min(row[j] if j > 0 else float('inf'), row[j-1] if j > 0 else float('inf'))], [], range(m))], [], range(n))
    cost = dp[-1][-1]
    path = """"
    i, j = n - 1, m - 1
    while i > 0 or j > 0:
        if i > 0 and j > 0:
            if matrix_data[i-1][j] < matrix_data[i][j-1]:
                path = 'D' + path
                i -= 1
            else:
                path = 'R' + path
                j -= 1
        elif i > 0:
            path = 'D' + path
            i -= 1
        else:
            path = 'R' + path
            j -= 1
    return cost, path"
98,"import numpy as np
def turtle_dp_numpy(grid_matrix):
    grid = np.array(grid_matrix)
    n, m = grid.shape
    dp = np.zeros((n, m), dtype=int)
    dp[0, 0] = grid[0, 0]
    for i in range(1, n):
        dp[i, 0] = dp[i - 1, 0] + grid[i, 0]
    for j in range(1, m):
        dp[0, j] = dp[0, j - 1] + grid[0, j]
    for i in range(1, n):
        for j in range(1, m):
            dp[i, j] = grid[i, j] + min(dp[i - 1, j], dp[i, j - 1])
    path = """"
    i, j = n - 1, m - 1
    while i > 0 or j > 0:
        if i > 0 and j > 0:
            if dp[i - 1, j] < dp[i, j - 1]:
                path = 'D' + path
                i -= 1
            else:
                path = 'R' + path
                j -= 1
        elif i > 0:
            path = 'D' + path
            i -= 1
        else:
            path = 'R' + path
            j -= 1
    return dp[n - 1, m - 1], path"
99,"def turtle_dp_early_exit(matrix_data):
    n = len(matrix_data)
    m = len(matrix_data[0]) if n > 0 else 0
    dp = [[0] * m for _ in range(n)]
    path = [[''] * m for _ in range(n)]
    dp[0][0] = matrix_data[0][0]
    for i in range(1, n):
        dp[i][0] = dp[i - 1][0] + matrix_data[i][0]
        path[i][0] = 'D' + path[i - 1][0]
    for j in range(1, m):
        dp[0][j] = dp[0][j - 1] + matrix_data[0][j]
        path[0][j] = 'R' + path[0][j - 1]
    for i in range(1, n):
        for j in range(1, m):
            if dp[i - 1][j] < dp[i][j - 1]:
                dp[i][j] = dp[i - 1][j] + matrix_data[i][j]
                path[i][j] = 'D' + path[i - 1][j]
            else:
                dp[i][j] = dp[i][j - 1] + matrix_data[i][j]
                path[i][j] = 'R' + path[i][j - 1]
    return dp[n - 1][m - 1], path[n - 1][m - 1]"
100,"import multiprocessing
def turtle_dp_parallel(matrix_data):
    n = len(matrix_data)
    m = len(matrix_data[0]) if n > 0 else 0
    if n == 0:
        return 0, """"
    dp = [[0] * m for _ in range(n)]
    path = [[''] * m for _ in range(n)]
    dp[0][0] = matrix_data[0][0]
    for j in range(1, m):
        dp[0][j] = dp[0][j - 1] + matrix_data[0][j]
        path[0][j] = 'R' + path[0][j - 1]
    def process_row(i):
        dp[i][0] = dp[i - 1][0] + matrix_data[i][0]
        path[i][0] = 'D' + path[i - 1][0]
        for j in range(1, m):
            if dp[i - 1][j] < dp[i][j - 1]:
                dp[i][j] = dp[i - 1][j] + matrix_data[i][j]
                path[i][j] = 'D' + path[i - 1][j]
            else:
                dp[i][j] = dp[i][j - 1] + matrix_data[i][j]
                path[i][j] = 'R' + path[i][j - 1]
    with multiprocessing.Pool() as pool:
        pool.map(process_row, range(1, n))
    return dp[n - 1][m - 1], path[n - 1][m - 1]"
101,"r, c = map(int, input().split())
grid = [list(map(int, input().split())) for _ in range(r)]
dp = [[0] * c for _ in range(r)]
path = [[''] * c for _ in range(r)]
dp[0][0] = grid[0][0]
for i in range(1, r):
    dp[i][0] = dp[i - 1][0] + grid[i][0]
    path[i][0] = path[i - 1][0] + 'D'
for j in range(1, c):
    dp[0][j] = dp[0][j - 1] + grid[0][j]
    path[0][j] = path[0][j - 1] + 'R'
for i in range(1, r):
    for j in range(1, c):
        if dp[i - 1][j] > dp[i][j - 1]:
            dp[i][j] = dp[i - 1][j] + grid[i][j]
            path[i][j] = path[i - 1][j] + 'D'
        else:
            dp[i][j] = dp[i][j - 1] + grid[i][j]
            path[i][j] = path[i][j - 1] + 'R'
print(dp[r - 1][c - 1])
print(path[r - 1][c - 1])"
102,"rows, cols = map(int, input().split())
matrix = [list(map(int, input().split())) for _ in range(rows)]
memo = {}
route = {}
def solve(x, y):
    if (x, y) in memo:
        return memo[(x, y)]
    if x == 0 and y == 0:
        return matrix[0][0]
    if x < 0 or y < 0:
        return float('-inf')
    up = solve(x - 1, y)
    left = solve(x, y - 1)
    if up > left:
        memo[(x, y)] = up + matrix[x][y]
        route[(x, y)] = 'D'
    else:
        memo[(x, y)] = left + matrix[x][y]
        route[(x, y)] = 'R'
    return memo[(x, y)]
result = solve(rows - 1, cols - 1)
path = """"
curr_x, curr_y = rows - 1, cols - 1
while curr_x > 0 or curr_y > 0:
    path = route[(curr_x, curr_y)] + path
    if route[(curr_x, curr_y)] == 'D':
        curr_x -= 1
    else:
        curr_y -= 1
print(result)
print(path)"
103,"n, m = map(int, input().split())
val = [list(map(int, input().split())) for _ in range(n)]
dp_table = [[0] * m for _ in range(n)]
trace = [[''] * m for _ in range(n)]
dp_table[0][0] = val[0][0]
for i in range(n):
    for j in range(m):
        if i == 0 and j == 0:
            continue
        up = dp_table[i - 1][j] if i > 0 else float('-inf')
        left = dp_table[i][j - 1] if j > 0 else float('-inf')
        if up > left:
            dp_table[i][j] = up + val[i][j]
            trace[i][j] = 'D'
        else:
            dp_table[i][j] = left + val[i][j]
            trace[i][j] = 'R'
print(dp_table[n - 1][m - 1])
path = ''
i, j = n - 1, m - 1
while i > 0 or j > 0:
    path = trace[i][j] + path
    if trace[i][j] == 'D':
        i -= 1
    else:
        j -= 1
print(path)"
104,"width, height = map(int, input().split())
matrix = [list(map(int, input().split())) for _ in range(height)]
dp_array = [[0] * width for _ in range(height)]
path_string = [[''] * width for _ in range(height)]
dp_array[0][0] = matrix[0][0]
for i in range(1, height):
    dp_array[i][0] = dp_array[i - 1][0] + matrix[i][0]
    path_string[i][0] = path_string[i - 1][0] + 'D'
for j in range(1, width):
    dp_array[0][j] = dp_array[0][j - 1] + matrix[0][j]
    path_string[0][j] = path_string[0][j - 1] + 'R'
for i in range(1, height):
    for j in range(1, width):
        if dp_array[i - 1][j] >= dp_array[i][j - 1]:
            dp_array[i][j] = dp_array[i - 1][j] + matrix[i][j]
            path_string[i][j] = path_string[i - 1][j] + 'D'
        else:
            dp_array[i][j] = dp_array[i][j - 1] + matrix[i][j]
            path_string[i][j] = path_string[i][j - 1] + 'R'
print(dp_array[height - 1][width - 1])
print(path_string[height - 1][width - 1])"
105,"rows, cols = map(int, input().split())
grid_values = [list(map(int, input().split())) for _ in range(rows)]
max_sum = [[0] * cols for _ in range(rows)]
direction = [[''] * cols for _ in range(rows)]
max_sum[0][0] = grid_values[0][0]
for i in range(1, rows):
    max_sum[i][0] = max_sum[i - 1][0] + grid_values[i][0]
    direction[i][0] = 'D'
for j in range(1, cols):
    max_sum[0][j] = max_sum[0][j - 1] + grid_values[0][j]
    direction[0][j] = 'R'
for i in range(1, rows):
    for j in range(1, cols):
        if max_sum[i - 1][j] > max_sum[i][j - 1]:
            max_sum[i][j] = max_sum[i - 1][j] + grid_values[i][j]
            direction[i][j] = 'D'
        else:
            max_sum[i][j] = max_sum[i][j - 1] + grid_values[i][j]
            direction[i][j] = 'R'
print(max_sum[rows - 1][cols - 1])
path = ''
i, j = rows - 1, cols - 1
while i > 0 or j > 0:
    path = direction[i][j] + path
    if direction[i][j] == 'D':
        i -= 1
    else:
        j -= 1
print(path)"
106,"height, width = map(int, input().split())
matrix = [list(map(int, input().split())) for _ in range(height)]
d = [[0] * width for _ in range(height)]
p = [[''] * width for _ in range(height)]
d[0][0] = matrix[0][0]
for i in range(1, height):
  d[i][0] = d[i-1][0] + matrix[i][0]
  p[i][0] = p[i-1][0] + 'D'
for j in range(1, width):
  d[0][j] = d[0][j-1] + matrix[0][j]
  p[0][j] = p[0][j-1] + 'R'
for i in range(1, height):
  for j in range(1, width):
    if d[i-1][j] > d[i][j-1]:
      d[i][j] = d[i-1][j] + matrix[i][j]
      p[i][j] = p[i-1][j] + 'D'
    else:
      d[i][j] = d[i][j-1] + matrix[i][j]
      p[i][j] = p[i][j-1] + 'R'
print(d[height-1][width-1])
print(p[height-1][width-1])"
107,"a, b = map(int, input().split())
grid_data = [list(map(int, input().split())) for _ in range(a)]
dp_values = [[0] * b for _ in range(a)]
optimal_path = [[''] * b for _ in range(a)]
dp_values[0][0] = grid_data[0][0]
for i in range(1, a):
    dp_values[i][0] = dp_values[i - 1][0] + grid_data[i][0]
    optimal_path[i][0] = optimal_path[i - 1][0] + ""D""
for j in range(1, b):
    dp_values[0][j] = dp_values[0][j - 1] + grid_data[0][j]
    optimal_path[0][j] = optimal_path[0][j - 1] + ""R""
for i in range(1, a):
    for j in range(1, b):
        if dp_values[i - 1][j] > dp_values[i][j - 1]:
            dp_values[i][j] = dp_values[i - 1][j] + grid_data[i][j]
            optimal_path[i][j] = optimal_path[i - 1][j] + ""D""
        else:
            dp_values[i][j] = dp_values[i][j - 1] + grid_data[i][j]
            optimal_path[i][j] = optimal_path[i][j - 1] + ""R""
print(dp_values[a - 1][b - 1])
print(optimal_path[a - 1][b - 1])"
108,"rows, cols = map(int, input().split())
vals = [list(map(int, input().split())) for _ in range(rows)]
table = [[0] * cols for _ in range(rows)]
moves = [[''] * cols for _ in range(rows)]
table[0][0] = vals[0][0]
for i in range(1, rows):
  table[i][0] = table[i-1][0] + vals[i][0]
  moves[i][0] = moves[i-1][0] + 'D'
for j in range(1, cols):
  table[0][j] = table[0][j-1] + vals[0][j]
  moves[0][j] = moves[0][j-1] + 'R'
for i in range(1, rows):
  for j in range(1, cols):
    if table[i-1][j] > table[i][j-1]:
      table[i][j] = table[i-1][j] + vals[i][j]
      moves[i][j] = moves[i-1][j] + 'D'
    else:
      table[i][j] = table[i][j-1] + vals[i][j]
      moves[i][j] = moves[i][j-1] + 'R'
print(table[rows-1][cols-1])
print(moves[rows-1][cols-1])"
109,"num_rows, num_cols = map(int, input().split())
cell_values = [list(map(int, input().split())) for _ in range(num_rows)]
dp_matrix = [[0] * num_cols for _ in range(num_rows)]
route_taken = [[''] * num_cols for _ in range(num_rows)]
dp_matrix[0][0] = cell_values[0][0]
for i in range(1, num_rows):
    dp_matrix[i][0] = dp_matrix[i - 1][0] + cell_values[i][0]
    route_taken[i][0] = route_taken[i - 1][0] + 'D'
for j in range(1, num_cols):
    dp_matrix[0][j] = dp_matrix[0][j - 1] + cell_values[0][j]
    route_taken[0][j] = route_taken[0][j - 1] + 'R'
for i in range(1, num_rows):
    for j in range(1, num_cols):
        if dp_matrix[i - 1][j] > dp_matrix[i][j - 1]:
            dp_matrix[i][j] = dp_matrix[i - 1][j] + cell_values[i][j]
            route_taken[i][j] = route_taken[i - 1][j] + 'D'
        else:
            dp_matrix[i][j] = dp_matrix[i][j - 1] + cell_values[i][j]
            route_taken[i][j] = route_taken[i][j - 1] + 'R'
print(dp_matrix[num_rows - 1][num_cols - 1])
print(route_taken[num_rows - 1][num_cols - 1])"
110,"n, m = map(int, input().split())
grid_vals = [list(map(int, input().split())) for _ in range(n)]
sums = [[0] * m for _ in range(n)]
paths = [[''] * m for _ in range(n)]
sums[0][0] = grid_vals[0][0]
for i in range(1, n):
  sums[i][0] = sums[i-1][0] + grid_vals[i][0]
  paths[i][0] = paths[i-1][0] + 'D'
for j in range(1, m):
  sums[0][j] = sums[0][j-1] + grid_vals[0][j]
  paths[0][j] = paths[0][j-1] + 'R'
for i in range(1, n):
  for j in range(1, m):
    if sums[i-1][j] > sums[i][j-1]:
      sums[i][j] = sums[i-1][j] + grid_vals[i][j]
      paths[i][j] = paths[i-1][j] + 'D'
    else:
      sums[i][j] = sums[i][j-1] + grid_vals[i][j]
      paths[i][j] = paths[i][j-1] + 'R'
print(sums[n-1][m-1])
print(paths[n-1][m-1])"
111,"r, c = map(int, input().split())
grid = [list(map(int, input().split())) for _ in range(r)]
dp = [[0] * c for _ in range(r)]
path = [[''] * c for _ in range(r)]
dp[0][0] = grid[0][0]
path[0][0] = '0,0'
for i in range(r):
    for j in range(c):
        if i == 0 and j == 0:
            continue
        up = dp[i - 1][j] if i > 0 else float('-inf')
        left = dp[i][j - 1] if j > 0 else float('-inf')
        if up > left:
            dp[i][j] = up + grid[i][j]
            path[i][j] = path[i - 1][j] + '->' + str(i) + ',' + str(j)
        else:
            dp[i][j] = left + grid[i][j]
            path[i][j] = path[i][j - 1] + '->' + str(i) + ',' + str(j)
print(dp[r - 1][c - 1])
print(path[r - 1][c - 1])"
